YMCC,fuelups,kml
2009 SYM HD 200,Added Jun 2012 Property of ScootsBoots . N/AAvg L/100km.,N/A
2009 SYM HD 200,Added Jun 2011 Property of USRBeckers . N/AAvg L/100km.,N/A
2008 SYM HD 200,Added Jul 2010 &bull; 46 fuel-ups Property of Scootin . 4.0Avg L/100km.,4
2008 SYM HD 200,Added Oct 2011 &bull; 18 fuel-ups Property of Tromper . 3.3Avg L/100km.,3.3
2008 SYM HD 200,Added Sep 2010 &bull; 26 fuel-ups Property of 1seven1 . 3.1Avg L/100km.,3.1
2008 SYM HD 200,Added Jun 2011 &bull; 21 fuel-ups Property of SubDude . 3.6Avg L/100km.,3.6
2008 SYM HD 200,Added Jun 2011 &bull; 17 fuel-ups Property of Constantine63 . 2.9Avg L/100km.,2.9
2008 SYM HD 200,Added May 2011 &bull; 10 fuel-ups Property of morriru . 3.5Avg L/100km.,3.5
2008 SYM HD 200,Added Dec 2009 &bull; 37 fuel-ups Property of TonyF . 3.1Avg L/100km.,3.1
2008 SYM HD 200,Added Jul 2012 Property of genuinescootergirl . N/AAvg L/100km.,N/A
2007 SYM HD 200,Added Aug 2010 &bull; 13 fuel-ups Property of polaroidblog . 3.4Avg L/100km.,3.4
2007 SYM HD 200,Added Apr 2010 &bull; 4 fuel-ups Property of BillSym . 3.5Avg L/100km.,3.5
2007 SYM HD 200,Added Apr 2012 &bull; 25 fuel-ups Property of tcdrifter . 3.2Avg L/100km.,3.2
2004 SYM HD 200,Added Mar 2012 Property of mariazachs . N/AAvg L/100km.,N/A
2008 SYM HD125,Added Jun 2011 &bull; 30 fuel-ups Property of jinman83 . 3.1Avg L/100km.,3.1
2008 SYM HD125,Added Apr 2011 &bull; 1 fuel-up Property of robrides85 . 4.5Avg L/100km.,4.5
2012 SYM Hd2 200i,Added Feb 2012 &bull; 2 fuel-ups Property of Xaire . 3.3Avg L/100km.,3.3
2011 SYM Hd2 200i,Added Feb 2012 &bull; 25 fuel-ups Property of vegit8 . 3.2Avg L/100km.,3.2
2012 SYM HD200 EVO,Added Apr 2012 &bull; 21 fuel-ups Property of jahner . 4.4Avg L/100km.,4.4
2012 SYM HD200 EVO,Added Mar 2013 &bull; 3 fuel-ups Property of HBZip50 . 3.6Avg L/100km.,3.6
2008 SYM HD200 EVO,Added Jul 2012 &bull; 12 fuel-ups Property of Tcili . 3.3Avg L/100km.,3.3
2013 SYM JOYMAX 250xi,Added Mar 2013 &bull; 2 fuel-ups Property of doosha . 3.1Avg L/100km.,3.1
2013 SYM JOYMAX 250xi,Added Apr 2013 Property of gabyrub . N/AAvg L/100km.,N/A
2012 SYM JOYMAX 250xi,Added Jul 2012 &bull; 29 fuel-ups Property of ybs . 3.3Avg L/100km.,3.3
2012 SYM JOYMAX 250xi,Added Apr 2013 &bull; 2 fuel-ups Property of fyonatan . 2.5Avg L/100km.,2.5
2013 SYM Joymax 300I,Added Sep 2012 &bull; 35 fuel-ups Property of Shezif . 3.4Avg L/100km.,3.4
2013 SYM Joymax 300I,Added Apr 2013 &bull; 1 fuel-up Property of ofir0803 . 261.6Avg L/100km.,261.6
2013 SYM Joymax 300I,Added Jan 2013 &bull; 7 fuel-ups Property of wilso122 . 4.0Avg L/100km.,4
2012 SYM Joymax 300I,Added Sep 2012 &bull; 30 fuel-ups Property of emanuelp . 3.6Avg L/100km.,3.6
2012 SYM Joymax 300I,Added Nov 2012 &bull; 4 fuel-ups Property of juank . 3.2Avg L/100km.,3.2
2012 SYM Joyride 125,Added May 2012 &bull; 10 fuel-ups Property of fcalcada . 3.7Avg L/100km.,3.7
2012 SYM Joyride 125,Added Mar 2012 &bull; 1 fuel-up Property of faprates . 0.6Avg L/100km.,0.6
2008 SYM Joyride 125,Added Feb 2013 &bull; 4 fuel-ups Property of ballistra . 3.3Avg L/100km.,3.3
2004 SYM Joyride 125,Added May 2010 &bull; 1 fuel-up Property of melpotter . 5.0Avg L/100km.,5
2012 SYM Joyride 125 EVO,Added Jun 2012 &bull; 38 fuel-ups Property of pedromolinar . 4.0Avg L/100km.,4
2012 SYM Joyride 125 EVO,Added Jul 2012 &bull; 9 fuel-ups Property of emanuelp . 3.7Avg L/100km.,3.7
2012 SYM Joyride 125 EVO,Added Oct 2012 &bull; 2 fuel-ups Property of sngd . 4.3Avg L/100km.,4.3
2011 SYM Joyride 125 EVO,Added Nov 2012 &bull; 3 fuel-ups Property of nadavwolf . 3.6Avg L/100km.,3.6
2012 SYM Joyride 200i EVO,Added Feb 2012 &bull; 1 fuel-up Property of Marthabell8 . N/AAvg L/100km.,N/A
2011 SYM Joyride 200i EVO,Added May 2012 Property of isolcuz . N/AAvg L/100km.,N/A
2010 SYM Joyride 200i EVO,Added Jun 2012 &bull; 21 fuel-ups Property of stelios120 . 4.0Avg L/100km.,4
2010 SYM Joyride 200i EVO,Added Mar 2010 &bull; 29 fuel-ups Property of vegos . 3.8Avg L/100km.,3.8
2010 SYM Joyride 200i EVO,Added Jun 2010 &bull; 18 fuel-ups Property of zeos . 3.7Avg L/100km.,3.7
2010 SYM Joyride 200i EVO,Added Feb 2012 Property of makmak . N/AAvg L/100km.,N/A
2013 SYM Maxsym 400i,Added Jan 2013 &bull; 3 fuel-ups Property of geoffreyc . 4.4Avg L/100km.,4.4
2013 SYM Maxsym 400i,Added Jan 2013 &bull; 7 fuel-ups Property of davea1963 . 4.1Avg L/100km.,4.1
2013 SYM Maxsym 400i,Added Mar 2013 Property of maxsym . N/AAvg L/100km.,N/A
2012 SYM Maxsym 400i,Added Jul 2012 &bull; 49 fuel-ups Property of nunovascolopes . 4.1Avg L/100km.,4.1
2009 SYM Mio SS 100cc,Added May 2009 &bull; 31 fuel-ups Property of imakhandhi. 3.2Avg L/100km.,3.2
2011 SYM Orbit,Added Jul 2011 &bull; 86 fuel-ups Property of asowray . 3.2Avg L/100km.,3.2
2011 SYM RV 300i,Added Jun 2011 &bull; 27 fuel-ups Property of rickaroo3d . 3.6Avg L/100km.,3.6
2013 SYM RV200i,Added Feb 2013 &bull; 3 fuel-ups Property of roobot5000 . 2.8Avg L/100km.,2.8
2009 SYM RV250,Added May 2011 &bull; 13 fuel-ups Property of Jaybird . 4.0Avg L/100km.,4
2009 SYM RV250,Added May 2011 &bull; 29 fuel-ups Property of SteveYYZ . 4.1Avg L/100km.,4.1
2009 SYM RV250,Added Aug 2012 &bull; 5 fuel-ups Property of jrcheek . 4.9Avg L/100km.,4.9
2009 SYM RV250,Added Jun 2012 &bull; 22 fuel-ups Property of jpavlik . 4.1Avg L/100km.,4.1
2009 SYM RV250,Added Jul 2012 &bull; 8 fuel-ups Property of chef . 3.9Avg L/100km.,3.9
2009 SYM RV250,Added Jul 2011 &bull; 22 fuel-ups Property of cpedley . 2.9Avg L/100km.,2.9
2009 SYM RV250,Added Apr 2011 &bull; 6 fuel-ups Property of MPGDan . 3.3Avg L/100km.,3.3
2009 SYM RV250,Added Jun 2009 &bull; 19 fuel-ups Property of donkin . 3.9Avg L/100km.,3.9
2009 SYM RV250,Added Nov 2010 &bull; 54 fuel-ups Property of SurFrogScoots. 4.8Avg L/100km.,4.8
2009 SYM RV250,Added Sep 2008 &bull; 44 fuel-ups Property of jpavlik . 4.0Avg L/100km.,4
2009 SYM RV250,Added May 2011 Property of sharpy . N/AAvg L/100km.,N/A
2009 SYM RV250,Added Apr 2012 Property of shortgaurd . N/AAvg L/100km.,N/A
2008 SYM RV250,Added Jan 2012 &bull; 39 fuel-ups Property of ryan66flying . 4.3Avg L/100km.,4.3
2008 SYM RV250,Added May 2010 &bull; 170 fuel-ups Property of Muleskinner . 3.6Avg L/100km.,3.6
2008 SYM RV250,Added Apr 2012 &bull; 20 fuel-ups Property of Flexmaster . 3.9Avg L/100km.,3.9
2008 SYM RV250,Added Feb 2011 &bull; 28 fuel-ups Property of isomer21 . 3.7Avg L/100km.,3.7
2008 SYM RV250,Added May 2012 &bull; 19 fuel-ups Property of RV250Scoot . 4.5Avg L/100km.,4.5
2008 SYM RV250,Added Jun 2011 &bull; 5 fuel-ups Property of scootit . 3.0Avg L/100km.,3
2008 SYM RV250,Added May 2010 Property of ScooterVic . N/AAvg L/100km.,N/A
2007 SYM RV250,Added Aug 2011 &bull; 12 fuel-ups Property of rickaroo3d . 4.2Avg L/100km.,4.2
2007 SYM RV250,Added Jul 2009 &bull; 2 fuel-ups Property of Gary505. 3.9Avg L/100km.,3.9
2006 SYM RV250,Added Oct 2009 &bull; 69 fuel-ups Property of kiwiscott . 4.1Avg L/100km.,4.1
2006 SYM RV250,Added Jul 2010 Property of jape1028 . N/AAvg L/100km.,N/A
2006 SYM RV250,Added Aug 2012 &bull; 1 fuel-up Property of kultro . N/AAvg L/100km.,N/A
2012 SYM Symba,Added Jul 2012 &bull; 46 fuel-ups Property of saidi . 2.5Avg L/100km.,2.5
2012 SYM Symba,Added Aug 2012 &bull; 2 fuel-ups Property of Symba . 0.2Avg L/100km.,0.2
2012 SYM Symba,Added Oct 2012 &bull; 8 fuel-ups Property of rsayers . 2.2Avg L/100km.,2.2
2012 SYM Symba,Added Jun 2012 &bull; 17 fuel-ups Property of iamstuffed . 2.2Avg L/100km.,2.2
2010 SYM Symba,Added Apr 2011 &bull; 51 fuel-ups Property of Buffalo66 . 2.4Avg L/100km.,2.4
2010 SYM Symba,Added Apr 2012 &bull; 15 fuel-ups Property of ngilbreath80 . 2.3Avg L/100km.,2.3
2010 SYM Symba,Added Jul 2009 &bull; 82 fuel-ups Property of traumverloren . 2.3Avg L/100km.,2.3
2010 SYM Symba,Added Apr 2012 &bull; 1 fuel-up Property of Dava . 2.3Avg L/100km.,2.3
2010 SYM Symba,Added Jan 2012 &bull; 2 fuel-ups Property of chuckos909 . 2.2Avg L/100km.,2.2
2010 SYM Symba,Added Sep 2011 &bull; 1 fuel-up Property of taffey . N/AAvg L/100km.,N/A
2010 SYM Symba,Added May 2011 &bull; 16 fuel-ups Property of qorray . 3.7Avg L/100km.,3.7
2010 SYM Symba,Added Feb 2012 &bull; 23 fuel-ups Property of mainesymba . 2.4Avg L/100km.,2.4
2010 SYM Symba,Added May 2011 &bull; 7 fuel-ups Property of macphil60 . 2.7Avg L/100km.,2.7
2010 SYM Symba,Added Aug 2009 &bull; 3 fuel-ups Property of MissEnota. 2.1Avg L/100km.,2.1
2010 SYM Symba,Added Nov 2011 &bull; 103 fuel-ups Property of sonjilitared . 2.4Avg L/100km.,2.4
2010 SYM Symba,Added Jul 2011 &bull; 48 fuel-ups Property of LisaRae . 2.3Avg L/100km.,2.3
2010 SYM Symba,Added Jul 2011 &bull; 1 fuel-up Property of colin7878 . N/AAvg L/100km.,N/A
2010 SYM Symba,Added Apr 2011 &bull; 7 fuel-ups Property of wesleyjack . 2.3Avg L/100km.,2.3
2010 SYM Symba,Added Dec 2010 &bull; 4 fuel-ups Property of bckc . 2.2Avg L/100km.,2.2
2010 SYM Symba,Added Jul 2012 Property of SymbaWal . N/AAvg L/100km.,N/A
2012 SYM Symphony SR,Added Oct 2012 &bull; 14 fuel-ups Property of apostolis1985 . 4.3Avg L/100km.,4.3
2012 SYM Symphony SR,Added Dec 2012 &bull; 23 fuel-ups Property of sssr150 . 3.5Avg L/100km.,3.5
2012 SYM Symphony SR,Added Jul 2012 &bull; 28 fuel-ups Property of hargoul . 3.7Avg L/100km.,3.7
2012 SYM Symphony SR,Added Aug 2012 Property of mstuckings . N/AAvg L/100km.,N/A
2012 SYM Symphony SR,Added Sep 2012 Property of ViperII . N/AAvg L/100km.,N/A
2012 SYM Symphony SR,Added Nov 2012 Property of schloemoe . N/AAvg L/100km.,N/A
2011 SYM Symphony SR,Added Jul 2011 &bull; 2 fuel-ups Property of Scootster . 3.1Avg L/100km.,3.1
2011 SYM Symphony SR,Added Aug 2012 &bull; 7 fuel-ups Property of notsober . 4.2Avg L/100km.,4.2
2011 SYM Symphony SR,Added May 2012 &bull; 2 fuel-ups Property of razoo . N/AAvg L/100km.,N/A
2011 SYM Symphony SR,Added Mar 2011 &bull; 2 fuel-ups Property of N1986 . 3.9Avg L/100km.,3.9
2010 SYM Symphony SR,Added Nov 2010 &bull; 9 fuel-ups Property of dimkath . 4.9Avg L/100km.,4.9
2010 SYM Symphony SR,Added Sep 2010 &bull; 1 fuel-up Property of Machadix . 2.8Avg L/100km.,2.8
2010 SYM VS125,Added Oct 2010 &bull; 2 fuel-ups Property of Jogador . 3.8Avg L/100km.,3.8
2008 SYM VS125,Added Sep 2009 &bull; 10 fuel-ups Property of KoolScoota . 3.5Avg L/100km.,3.5
2008 SYM VS125,Added Mar 2012 &bull; 1 fuel-up Property of CrAzY1983 . 24.9Avg L/100km.,24.9
2008 SYM VS125,Added Apr 2010 Property of gwood . N/AAvg L/100km.,N/A
2011 SYM VS150,Added Mar 2011 Property of Scottman . N/AAvg L/100km.,N/A
2010 SYM VS150,Added Oct 2011 &bull; 68 fuel-ups Property of georgewombat . 3.4Avg L/100km.,3.4
2010 SYM VS150,Added Jun 2011 &bull; 2 fuel-ups Property of Tiff7 . 6.5Avg L/100km.,6.5
2008 SYM VS150,Added Nov 2012 &bull; 1 fuel-up Property of schloemoe . N/AAvg L/100km.,N/A
2008 SYM VS150,Added Mar 2013 Property of successce . N/AAvg L/100km.,N/A
2006 SYM VS150,Added Feb 2013 &bull; 1 fuel-up Property of minhtri2002 . 3.1Avg L/100km.,3.1
2005 SYM VS150,Added Jul 2011 &bull; 70 fuel-ups Property of mulder . 3.3Avg L/100km.,3.3
2012 SYM VTS200,Added Jan 2013 &bull; 7 fuel-ups Property of mfaizm . 3.8Avg L/100km.,3.8
2008 SYM VTS200,Added Mar 2013 &bull; 1 fuel-up Property of Cabaimerah . 4.9Avg L/100km.,4.9
2013 SYM Wolf 125 sb,Added Feb 2013 &bull; 5 fuel-ups Property of glcosta . 3.0Avg L/100km.,3
2013 SYM Wolf 125 sb,Added Apr 2013 &bull; 1 fuel-up Property of goncaloribeiro . N/AAvg L/100km.,N/A
2012 SYM Wolf 125 sb,Added Nov 2012 &bull; 11 fuel-ups Property of raven31 . 2.8Avg L/100km.,2.8
2012 SYM Wolf 125 sb,Added Dec 2012 &bull; 3 fuel-ups Property of roukie . 3.1Avg L/100km.,3.1
2012 SYM Wolf 125 sb,Added Oct 2012 &bull; 3 fuel-ups Property of nmvilela . 3.1Avg L/100km.,3.1
2012 SYM Wolf 125 sb,Added Jul 2012 &bull; 1 fuel-up Property of barreto . 3.3Avg L/100km.,3.3
2012 SYM Wolf 125 sb,Added Sep 2012 &bull; 1 fuel-up Property of Ferragianni . N/AAvg L/100km.,N/A
2011 SYM Wolf 125 sb,Added Apr 2013 &bull; 7 fuel-ups Property of FilipeRodrigues . 3.6Avg L/100km.,3.6
2011 SYM Wolf 125 sb,Added Sep 2011 &bull; 1 fuel-up Property of vitor . 2.8Avg L/100km.,2.8
2013 SYM Wolf 250 sb,Added Mar 2013 &bull; 2 fuel-ups Property of moizay3 . 3.6Avg L/100km.,3.6
2012 SYM Wolf 250 sb,Added Oct 2012 &bull; 23 fuel-ups Property of londonukm . 4.3Avg L/100km.,4.3
2012 SYM Wolf 250 sb,Added Dec 2012 &bull; 1 fuel-up Property of PanagosGR . 0.1Avg L/100km.,0.1
2008 Tank Urban,Added Jul 2012 Property of daveheit . N/AAvg L/100km.,N/A
2006 Tank Urban,Added Feb 2011 &bull; 17 fuel-ups Property of Apittington . 2.1Avg L/100km.,2.1
2005 Tank Urban,Added May 2012 Property of nategay . N/AAvg L/100km.,N/A
2012 TaoTao ATM-150A,Added Feb 2012 &bull; 22 fuel-ups Property of ikillbugs . 4.6Avg L/100km.,4.6
2011 TaoTao ATM-150A,Added Mar 2012 Property of BigMIronMan . N/AAvg L/100km.,N/A
2013 TaoTao ATM-50,Added Feb 2013 &bull; 2 fuel-ups Property of dgannon789 . 2.9Avg L/100km.,2.9
2012 TaoTao ATM-50,Added Oct 2012 &bull; 21 fuel-ups Property of ProDigit . 2.3Avg L/100km.,2.3
2012 TaoTao ATM-50,Added Sep 2012 Property of JohanGasmask . N/AAvg L/100km.,N/A
2011 TaoTao ATM-50,Added May 2012 &bull; 18 fuel-ups Property of Wolff . 3.7Avg L/100km.,3.7
2011 TaoTao ATM-50,Added Feb 2012 &bull; 12 fuel-ups Property of phillylightguy . 2.9Avg L/100km.,2.9
2011 TaoTao ATM-50,Added Feb 2012 &bull; 2 fuel-ups Property of pneathery . 3.1Avg L/100km.,3.1
2012 TaoTao CY150-A,Added Dec 2012 &bull; 1 fuel-up Property of mc6 . 2.4Avg L/100km.,2.4
2011 TaoTao CY150-A,Added Apr 2012 &bull; 4 fuel-ups Property of HotStuff2 . 2.8Avg L/100km.,2.8
2012 TaoTao CY50-A VIP Future Champion,Added Jul 2012 &bull; 36 fuel-ups Property of wutzthedeal . 2.5Avg L/100km.,2.5
2012 TaoTao CY50-A VIP Future Champion,Added Aug 2012 &bull; 9 fuel-ups Property of JDSparty . 2.5Avg L/100km.,2.5
2010 TaoTao CY50-A VIP Future Champion,Added Oct 2012 &bull; 5 fuel-ups Property of theirishsniper . 1.9Avg L/100km.,1.9
2013 TaoTao EVO150,Added Feb 2013 &bull; 5 fuel-ups Property of ProDigit . 3.5Avg L/100km.,3.5
2012 TaoTao power max 150,Added Nov 2012 &bull; 21 fuel-ups Property of alane . 3.6Avg L/100km.,3.6
2009 TGB Delivery 150,Added Feb 2013 &bull; 19 fuel-ups Property of MangoDave . 4.4Avg L/100km.,4.4
2005 TGB Delivery 150,Added Apr 2011 &bull; 3 fuel-ups Property of Boopster62 . 3.9Avg L/100km.,3.9
2004 TGB Laser R9,Added Dec 2010 &bull; 29 fuel-ups Property of miker4 . 3.5Avg L/100km.,3.5
2008 TN'G GS150,Added Mar 2013 &bull; 37 fuel-ups Property of mnpugdog . 2.0Avg L/100km.,2
1979 Tomos A3,Added Dec 2012 &bull; 3 fuel-ups Property of radio4095 . 3.0Avg L/100km.,3
2011 Tomos Nitro 150cc,Added Aug 2011 &bull; 5 fuel-ups Property of ravien56 . 5.3Avg L/100km.,5.3
2009 Tomos Nitro 150cc,Added Jul 2011 Property of Domindart . N/AAvg L/100km.,N/A
2009 Tomos Nitro 150cc,Added Nov 2012 &bull; 1 fuel-up Property of onunez177 . N/AAvg L/100km.,N/A
2012 Tomos ST,Added Feb 2013 &bull; 4 fuel-ups Property of mtomanelli . 2.3Avg L/100km.,2.3
2009 Tomos ST,Added May 2009 &bull; 7 fuel-ups Property of lessissmart . 2.2Avg L/100km.,2.2
2008 Tomos ST,Added Mar 2010 &bull; 1 fuel-up Property of Emerica. 2.3Avg L/100km.,2.3
2006 Tomos ST &bull; Gas L4,Added Aug 2008 &bull; 15 fuel-ups Property of ldmuldoon. 2.2Avg L/100km.,2.2
2005 Tomos ST,Added Nov 2008 &bull; 28 fuel-ups Property of ldmuldoon. 2.2Avg L/100km.,2.2
2011 Tomos Streetmate Racing,Added Sep 2012 &bull; 19 fuel-ups Property of IVIUPPET . 2.2Avg L/100km.,2.2
2013 Triumph Bonneville,Added Feb 2013 &bull; 11 fuel-ups Property of Icehawk . 6.3Avg L/100km.,6.3
2012 Triumph Bonneville,Added Oct 2012 &bull; 4 fuel-ups Property of kolosits . 7.6Avg L/100km.,7.6
2012 Triumph Bonneville,Added Jul 2012 &bull; 3 fuel-ups Property of iodas . 5.7Avg L/100km.,5.7
2012 Triumph Bonneville,Added May 2012 &bull; 8 fuel-ups Property of jgustafson20 . 5.8Avg L/100km.,5.8
2012 Triumph Bonneville,Added Dec 2011 &bull; 53 fuel-ups Property of RobbieD . 5.4Avg L/100km.,5.4
2012 Triumph Bonneville,Added Mar 2012 &bull; 13 fuel-ups Property of Rowtag . 5.4Avg L/100km.,5.4
2012 Triumph Bonneville,Added Jul 2012 Property of RA . N/AAvg L/100km.,N/A
2012 Triumph Bonneville,Added Sep 2012 &bull; 6 fuel-ups Property of joanb71 . 6.4Avg L/100km.,6.4
2012 Triumph Bonneville,Added Sep 2012 &bull; 9 fuel-ups Property of joanb71 . 6.5Avg L/100km.,6.5
2012 Triumph Bonneville,Added Dec 2012 &bull; 13 fuel-ups Property of Sporty883 . 5.5Avg L/100km.,5.5
2012 Triumph Bonneville,Added Feb 2013 &bull; 1 fuel-up Property of martytriple . 5.1Avg L/100km.,5.1
2012 Triumph Bonneville,Added Oct 2012 &bull; 2 fuel-ups Property of jocampo . 7.0Avg L/100km.,7
2012 Triumph Bonneville,Added Aug 2012 &bull; 6 fuel-ups Property of wezholt . 4.9Avg L/100km.,4.9
2012 Triumph Bonneville,Added Oct 2011 &bull; 8 fuel-ups Property of danrodemsky . 5.4Avg L/100km.,5.4
2012 Triumph Bonneville,Added Jun 2012 Property of MrSandman313 . N/AAvg L/100km.,N/A
2011 Triumph Bonneville,Added Nov 2012 &bull; 8 fuel-ups Property of ChanIT . 6.9Avg L/100km.,6.9
2011 Triumph Bonneville,Added Jun 2012 &bull; 46 fuel-ups Property of dam1 . 5.6Avg L/100km.,5.6
2011 Triumph Bonneville,Added Mar 2012 &bull; 31 fuel-ups Property of michaelbrown . 4.9Avg L/100km.,4.9
2011 Triumph Bonneville,Added Jun 2012 &bull; 3 fuel-ups Property of Gerboise . 5.2Avg L/100km.,5.2
2011 Triumph Bonneville,Added Mar 2011 &bull; 45 fuel-ups Property of kbalch . 5.7Avg L/100km.,5.7
2011 Triumph Bonneville,Added Apr 2012 &bull; 34 fuel-ups Property of CannesMiami . 6.2Avg L/100km.,6.2
2011 Triumph Bonneville,Added May 2012 &bull; 47 fuel-ups Property of swordfish . 5.4Avg L/100km.,5.4
2011 Triumph Bonneville,Added Apr 2011 &bull; 3 fuel-ups Property of djcg . 6.1Avg L/100km.,6.1
2011 Triumph Bonneville,Added Aug 2011 Property of MBTDI . N/AAvg L/100km.,N/A
2010 Triumph Bonneville,Added Aug 2012 &bull; 39 fuel-ups Property of lam . 4.6Avg L/100km.,4.6
2010 Triumph Bonneville,Added Jun 2012 &bull; 94 fuel-ups Property of m2MQP . 4.9Avg L/100km.,4.9
2010 Triumph Bonneville,Added May 2012 &bull; 37 fuel-ups Property of prtctn . 5.3Avg L/100km.,5.3
2010 Triumph Bonneville,Added Feb 2013 &bull; 22 fuel-ups Property of calinaz . 4.7Avg L/100km.,4.7
2010 Triumph Bonneville,Added Nov 2011 &bull; 41 fuel-ups Property of Indycrab . 5.4Avg L/100km.,5.4
2010 Triumph Bonneville,Added Apr 2011 &bull; 194 fuel-ups Property of ArtsBonnie . 4.8Avg L/100km.,4.8
2010 Triumph Bonneville,Added Aug 2012 &bull; 10 fuel-ups Property of plutoz . 4.9Avg L/100km.,4.9
2010 Triumph Bonneville,Added Mar 2011 &bull; 14 fuel-ups Property of markv . 4.5Avg L/100km.,4.5
2010 Triumph Bonneville,Added Aug 2011 &bull; 5 fuel-ups Property of Bier . 5.0Avg L/100km.,5
2010 Triumph Bonneville,Added Nov 2012 &bull; 8 fuel-ups Property of nimma . 5.7Avg L/100km.,5.7
2010 Triumph Bonneville,Added Aug 2012 &bull; 7 fuel-ups Property of fernandos1 . 4.2Avg L/100km.,4.2
2010 Triumph Bonneville,Added Sep 2012 &bull; 14 fuel-ups Property of Validator . 4.5Avg L/100km.,4.5
2010 Triumph Bonneville,Added Feb 2012 &bull; 7 fuel-ups Property of STW . 4.4Avg L/100km.,4.4
2010 Triumph Bonneville,Added Sep 2010 Property of mwisch . N/AAvg L/100km.,N/A
2010 Triumph Bonneville,Added Jan 2011 Property of Rrb . N/AAvg L/100km.,N/A
2010 Triumph Bonneville,Added Jul 2012 Property of atsai . N/AAvg L/100km.,N/A
2010 Triumph Bonneville,Added May 2011 Property of motorcyclenut . N/AAvg L/100km.,N/A
2009 Triumph Bonneville,Added Feb 2013 &bull; 5 fuel-ups Property of abbott . 4.9Avg L/100km.,4.9
2009 Triumph Bonneville,Added Sep 2012 &bull; 9 fuel-ups Property of samuelk . 8.1Avg L/100km.,8.1
2009 Triumph Bonneville,Added May 2011 &bull; 35 fuel-ups Property of Dani . 6.3Avg L/100km.,6.3
2009 Triumph Bonneville,Added Aug 2012 &bull; 9 fuel-ups Property of GixIf . 4.8Avg L/100km.,4.8
2009 Triumph Bonneville,Added May 2012 &bull; 4 fuel-ups Property of Bug65 . 5.0Avg L/100km.,5
2009 Triumph Bonneville,Added Aug 2011 &bull; 14 fuel-ups Property of DougMcL . 5.5Avg L/100km.,5.5
2009 Triumph Bonneville,Added Apr 2012 &bull; 3 fuel-ups Property of DavidR8 . 6.4Avg L/100km.,6.4
2009 Triumph Bonneville,Added Oct 2011 &bull; 34 fuel-ups Property of thrasherdave . 4.7Avg L/100km.,4.7
2009 Triumph Bonneville,Added Jun 2009 &bull; 32 fuel-ups Property of TheBigMaroon. 5.2Avg L/100km.,5.2
2009 Triumph Bonneville,Added Apr 2012 Property of kgfox . N/AAvg L/100km.,N/A
2009 Triumph Bonneville,Added Sep 2010 Property of grim . N/AAvg L/100km.,N/A
2008 Triumph Bonneville,Added Jul 2012 &bull; 6 fuel-ups Property of plusone . 8.3Avg L/100km.,8.3
2008 Triumph Bonneville,Added Aug 2012 &bull; 9 fuel-ups Property of jcaledun . 5.9Avg L/100km.,5.9
2008 Triumph Bonneville,Added Jul 2012 Property of CameronAM . N/AAvg L/100km.,N/A
2007 Triumph Bonneville,Added Jan 2012 &bull; 135 fuel-ups Property of adrianocastro . 7.1Avg L/100km.,7.1
2007 Triumph Bonneville,Added Jun 2012 &bull; 4 fuel-ups Property of KMD1 . 6.5Avg L/100km.,6.5
2007 Triumph Bonneville,Added Aug 2008 Property of bothrops. N/AAvg L/100km.,N/A
2007 Triumph Bonneville,Added Jul 2009 Property of jhiner1978 . N/AAvg L/100km.,N/A
2007 Triumph Bonneville,Added Oct 2009 Property of rhed . N/AAvg L/100km.,N/A
2006 Triumph Bonneville,Added Apr 2011 &bull; 25 fuel-ups Property of primaltone . 5.3Avg L/100km.,5.3
2006 Triumph Bonneville,Added Aug 2008 &bull; 7 fuel-ups Property of jakesutton . 5.3Avg L/100km.,5.3
2006 Triumph Bonneville,Added Jan 2012 &bull; 115 fuel-ups Property of JAG . 6.6Avg L/100km.,6.6
2005 Triumph Bonneville,Added Dec 2012 &bull; 1 fuel-up Property of kerrighan . 6.6Avg L/100km.,6.6
2004 Triumph Bonneville,Added Apr 2013 &bull; 1 fuel-up Property of genenagata . 5.4Avg L/100km.,5.4
2003 Triumph Bonneville,Added Jan 2013 &bull; 17 fuel-ups Property of keleven . 5.0Avg L/100km.,5
2003 Triumph Bonneville,Added Mar 2012 Property of tsmgguy . N/AAvg L/100km.,N/A
2002 Triumph Bonneville,Added Apr 2011 &bull; 1 fuel-up Property of amandacharles . N/AAvg L/100km.,N/A
2002 Triumph Bonneville,Added Oct 2011 Property of dan425 . N/AAvg L/100km.,N/A
2001 Triumph Bonneville,Added Apr 2012 &bull; 10 fuel-ups Property of macbiker . 6.5Avg L/100km.,6.5
2001 Triumph Bonneville,Added Aug 2010 &bull; 15 fuel-ups Property of pkyle . 4.7Avg L/100km.,4.7
2001 Triumph Bonneville,Added Jan 2013 &bull; 8 fuel-ups Property of djspliff . 6.8Avg L/100km.,6.8
2001 Triumph Bonneville,Added Jun 2012 &bull; 47 fuel-ups Property of ELK . 6.0Avg L/100km.,6
1979 Triumph Bonneville,Added Dec 2010 Property of tracer311 . N/AAvg L/100km.,N/A
1977 Triumph Bonneville,Added May 2010 &bull; 6 fuel-ups Property of threar . 8.0Avg L/100km.,8
1976 Triumph Bonneville,Added Dec 2010 &bull; 1 fuel-up Property of JimTierney . N/AAvg L/100km.,N/A
2012 Triumph Bonneville America,Added Aug 2012 &bull; 11 fuel-ups Property of wesleymcdonald . 4.8Avg L/100km.,4.8
