Year,Make,Model,fuelups,user,KML,MPG,LP100KM,CC,Style,url
2013,Honda,PCX150,6,DixiePaddler,40.4,95.0,2.48,150,,http://www.fuelly.com/driver/DixiePaddler/
2013,Honda,PCX150,1,vineeth,40.7,95.7,2.46,150,,http://www.fuelly.com/driver/vineeth/
2013,Honda,PCX150,8,sendler,41.4,97.4,2.42,150,,http://www.fuelly.com/driver/sendler/
2013,Honda,PCX150,9,chrisdurand,41.4,97.4,2.42,150,,http://www.fuelly.com/driver/chrisdurand/
2013,Honda,PCX150,2,PDXLove,42,98.8,2.38,150,,http://www.fuelly.com/driver/PDXLove/
2012,Honda,PCX150,7,sprung,42.1,99.0,2.38,150,,http://www.fuelly.com/driver/sprung/
2013,Honda,PCX150,10,Urbanian,43.1,101.4,2.32,150,,http://www.fuelly.com/driver/Urbanian/
2012,Honda,PCX150,39,scooterjourney,43.2,101.6,2.31,150,,http://www.fuelly.com/driver/scooterjourney/
2012,Honda,PCX150,2,nlbar,43.6,102.6,2.29,150,,http://www.fuelly.com/driver/nlbar/
2012,Honda,PCX150,6,FritzPinguin,44.1,103.7,2.27,150,,http://www.fuelly.com/driver/FritzPinguin/
2013,Honda,PCX150,4,DreamTheater,44.4,104.4,2.25,150,,http://www.fuelly.com/driver/DreamTheater/
2013,Honda,PCX150,2,LAFScooter,44.7,105.1,2.24,150,,http://www.fuelly.com/driver/LAFScooter/
2008,Honda,PS125i,49,jamesr,31.4,73.9,3.18,125,,http://www.fuelly.com/driver/jamesr/
2011,Honda,PS125i,39,samvanbrussel,33.2,78.1,3.01,125,,http://www.fuelly.com/driver/samvanbrussel/
2005,Honda,rc51,2,sahtt,11.1,26.1,9.01,1000,,http://www.fuelly.com/driver/sahtt/
2003,Honda,rc51,1,iMonkey,11.5,27.1,8.70,1000,,http://www.fuelly.com/driver/iMonkey/
2003,Honda,rc51,8,doodude,12.6,29.6,7.94,1000,,http://www.fuelly.com/driver/doodude/
2003,Honda,rc51,6,b1keslddr,13.4,31.5,7.46,1000,,http://www.fuelly.com/driver/b1keslddr/
2001,Honda,rc51,53,kperham,13.9,32.7,7.19,1000,,http://www.fuelly.com/driver/kperham/
2005,Honda,rc51,29,Bathmat1,14.7,34.6,6.80,1000,,http://www.fuelly.com/driver/Bathmat1/
2001,Honda,rc51,13,dodint,14.7,34.6,6.80,1000,,http://www.fuelly.com/driver/dodint/
2000,Honda,rc51,1,maxboxa,14.7,34.6,6.80,1000,,http://www.fuelly.com/driver/maxboxa/
2002,Honda,rc51,29,OneFastGeek,15.2,35.8,6.58,1000,,http://www.fuelly.com/driver/OneFastGeek/
2006,Honda,rc51,2,liher,17.5,41.2,5.71,1000,,http://www.fuelly.com/driver/liher/
1986,Honda,Rebel,3,JAGCS,9.5,22.3,10.53,,,http://www.fuelly.com/driver/JAGCS/
2006,Honda,Rebel,1,danloc78,20.6,48.5,4.85,,,http://www.fuelly.com/driver/danloc78/
1986,Honda,Rebel,37,JamesDoebbler.,24.1,56.7,4.15,,,http://www.fuelly.com/driver/JamesDoebbler./
2005,Honda,Rebel,15,Diddlee,26.3,61.9,3.80,,,http://www.fuelly.com/driver/Diddlee/
2006,Honda,Rebel,39,Balisada.,26.6,62.6,3.76,,,http://www.fuelly.com/driver/Balisada./
1986,Honda,Rebel,3,baub,27.9,65.6,3.58,,,http://www.fuelly.com/driver/baub/
2002,Honda,Rebel,2,Damask16.,29.2,68.7,3.42,,,http://www.fuelly.com/driver/Damask16./
2009,Honda,Rebel,57,AaThom,29.4,69.2,3.40,,,http://www.fuelly.com/driver/AaThom/
2007,Honda,Rebel,11,amckenzie4,30.7,72.2,3.26,,,http://www.fuelly.com/driver/amckenzie4/
2009,Honda,Rebel,30,hewittdallas,31,72.9,3.23,,,http://www.fuelly.com/driver/hewittdallas/
2002,Honda,Rebel,25,SirTofek.,31.3,73.6,3.19,,,http://www.fuelly.com/driver/SirTofek./
2008,Honda,Rebel,104,GPN2.,32.4,76.2,3.09,,,http://www.fuelly.com/driver/GPN2./
1987,Honda,Rebel 250,2,akasteven,14.8,34.8,6.76,250,,http://www.fuelly.com/driver/akasteven/
2002,Honda,Rebel 250,46,ImmortalTimeKeeper,21.3,50.1,4.69,250,,http://www.fuelly.com/driver/ImmortalTimeKeeper/
1996,Honda,Rebel 250,12,zKarl,22,51.7,4.55,250,,http://www.fuelly.com/driver/zKarl/
2006,Honda,Rebel 250,16,Leonidas,22.5,52.9,4.44,250,,http://www.fuelly.com/driver/Leonidas/
1997,Honda,Rebel 250,2,StigStorms,22.9,53.9,4.37,250,,http://www.fuelly.com/driver/StigStorms/
1987,Honda,Rebel 250,5,rebelrider,23.1,54.3,4.33,250,,http://www.fuelly.com/driver/rebelrider/
1986,Honda,Rebel 250,1,wmercier,23.2,54.6,4.31,250,,http://www.fuelly.com/driver/wmercier/
2009,Honda,Rebel 250,4,Doplerd,24.2,56.9,4.13,250,,http://www.fuelly.com/driver/Doplerd/
2006,Honda,Rebel 250,2,tss.,24.2,56.9,4.13,250,,http://www.fuelly.com/driver/tss./
1998,Honda,Rebel 250,25,MillaMeter,24.4,57.4,4.10,250,,http://www.fuelly.com/driver/MillaMeter/
2001,Honda,Rebel 250,2,nickoanderson,24.7,58.1,4.05,250,,http://www.fuelly.com/driver/nickoanderson/
2007,Honda,Rebel 250,36,SovereignDragon,24.8,58.3,4.03,250,,http://www.fuelly.com/driver/SovereignDragon/
2000,Honda,Rebel 250,54,charlesxabier,24.8,58.3,4.03,250,,http://www.fuelly.com/driver/charlesxabier/
2005,Honda,Rebel 250,9,deanomites,24.9,58.6,4.02,250,,http://www.fuelly.com/driver/deanomites/
2008,Honda,Rebel 250,1,nerdtastic,25.3,59.5,3.95,250,,http://www.fuelly.com/driver/nerdtastic/
2005,Honda,Rebel 250,1,mannys9130,25.7,60.5,3.89,250,,http://www.fuelly.com/driver/mannys9130/
1999,Honda,Rebel 250,16,oimatey,26.2,61.6,3.82,250,,http://www.fuelly.com/driver/oimatey/
2006,Honda,Rebel 250,2,billinmd,26.4,62.1,3.79,250,,http://www.fuelly.com/driver/billinmd/
2007,Honda,Rebel 250,2,jrhicks,26.5,62.3,3.77,250,,http://www.fuelly.com/driver/jrhicks/
2008,Honda,Rebel 250,14,KrisRebelMPG,26.6,62.6,3.76,250,,http://www.fuelly.com/driver/KrisRebelMPG/
2007,Honda,Rebel 250,8,rkessler,26.6,62.6,3.76,250,,http://www.fuelly.com/driver/rkessler/
2004,Honda,Rebel 250,5,DVMpiper,26.7,62.8,3.75,250,,http://www.fuelly.com/driver/DVMpiper/
2001,Honda,Rebel 250,33,HonziPonzi,26.9,63.3,3.72,250,,http://www.fuelly.com/driver/HonziPonzi/
2009,Honda,Rebel 250,34,nofear4095,27.5,64.7,3.64,250,,http://www.fuelly.com/driver/nofear4095/
2009,Honda,Rebel 250,5,dmfitz2,27.5,64.7,3.64,250,,http://www.fuelly.com/driver/dmfitz2/
2009,Honda,Rebel 250,4,jrbroom83.,27.6,64.9,3.62,250,,http://www.fuelly.com/driver/jrbroom83./
2009,Honda,Rebel 250,37,NorcalAngel,27.7,65.2,3.61,250,,http://www.fuelly.com/driver/NorcalAngel/
2005,Honda,Rebel 250,7,eddieyee75,27.7,65.2,3.61,250,,http://www.fuelly.com/driver/eddieyee75/
2008,Honda,Rebel 250,1,shikhanshu,28.3,66.6,3.53,250,,http://www.fuelly.com/driver/shikhanshu/
1996,Honda,Rebel 250,26,Sagittaria,28.4,66.8,3.52,250,,http://www.fuelly.com/driver/Sagittaria/
2006,Honda,Rebel 250,5,Manitoadlet,28.5,67.0,3.51,250,,http://www.fuelly.com/driver/Manitoadlet/
2005,Honda,Rebel 250,22,Juancho,28.6,67.3,3.50,250,,http://www.fuelly.com/driver/Juancho/
2003,Honda,Rebel 250,77,vree999,28.6,67.3,3.50,250,,http://www.fuelly.com/driver/vree999/
1987,Honda,Rebel 250,13,Hyoriu,28.6,67.3,3.50,250,,http://www.fuelly.com/driver/Hyoriu/
1986,Honda,Rebel 250,27,cruisergirl,28.6,67.3,3.50,250,,http://www.fuelly.com/driver/cruisergirl/
2008,Honda,Rebel 250,19,smcormier,28.7,67.5,3.48,250,,http://www.fuelly.com/driver/smcormier/
2007,Honda,Rebel 250,157,bahamat,28.8,67.7,3.47,250,,http://www.fuelly.com/driver/bahamat/
2008,Honda,Rebel 250,5,jaw4491,29.1,68.4,3.44,250,,http://www.fuelly.com/driver/jaw4491/
2005,Honda,Rebel 250,2,LeafyLeaf,29.1,68.4,3.44,250,,http://www.fuelly.com/driver/LeafyLeaf/
2008,Honda,Rebel 250,9,memert,29.4,69.2,3.40,250,,http://www.fuelly.com/driver/memert/
2007,Honda,Rebel 250,102,VaporRun,29.5,69.4,3.39,250,,http://www.fuelly.com/driver/VaporRun/
1997,Honda,Rebel 250,36,caylor,29.6,69.6,3.38,250,,http://www.fuelly.com/driver/caylor/
2009,Honda,Rebel 250,20,amazingrando,30.7,72.2,3.26,250,,http://www.fuelly.com/driver/amazingrando/
2005,Honda,Rebel 250,163,deeg,31.4,73.9,3.18,250,,http://www.fuelly.com/driver/deeg/
2009,Honda,Rebel 250,6,DarrenMcCall.,31.5,74.1,3.17,250,,http://www.fuelly.com/driver/DarrenMcCall./
2009,Honda,Rebel 250,2,Rebel09,32.5,76.4,3.08,250,,http://www.fuelly.com/driver/Rebel09/
2003,Honda,Rebel 250,16,spthorn,32.9,77.4,3.04,250,,http://www.fuelly.com/driver/spthorn/
2005,Honda,Rebel 250,13,Surf1div1.,33.6,79.0,2.98,250,,http://www.fuelly.com/driver/Surf1div1./
1985,Honda,Rebel 250,1,siandt,33.8,79.5,2.96,250,,http://www.fuelly.com/driver/siandt/
2009,Honda,Rebel 250,9,pmcadamis,33.9,79.7,2.95,250,,http://www.fuelly.com/driver/pmcadamis/
2007,Honda,Rebel 250,3,Metta,34.4,80.9,2.91,250,,http://www.fuelly.com/driver/Metta/
1986,Honda,Rebel 250,3,Antominus.,35.3,83.0,2.83,250,,http://www.fuelly.com/driver/Antominus./
2007,Honda,Rebel 250,3,Naus15,37.9,89.1,2.64,250,,http://www.fuelly.com/driver/Naus15/
2000,Honda,Rebel 250 &bull; Gas,2,rebeluvalde.,19.5,45.9,5.13,250,,http://www.fuelly.com/driver/rebeluvalde./
1985,Honda,Rebel 250 &bull; Gas,3,Zeino,23.8,56.0,4.20,250,,http://www.fuelly.com/driver/Zeino/
2008,Honda,Rebel 250 &bull; Gas,5,ParklandBob,26.2,61.6,3.82,250,,http://www.fuelly.com/driver/ParklandBob/
1985,Honda,Rebel 250 &bull; Gas,6,Curranb79,27.7,65.2,3.61,250,,http://www.fuelly.com/driver/Curranb79/
2005,Honda,Rebel 250 &bull; Gas,19,redpyro.,28.4,66.8,3.52,250,,http://www.fuelly.com/driver/redpyro./
2004,Honda,Rebel 250 &bull; Gas,15,muumuulibrarian.,28.8,67.7,3.47,250,,http://www.fuelly.com/driver/muumuulibrarian./
2006,Honda,Rebel 250 &bull; Gas,3,jabbamagnus.,29.9,70.3,3.34,250,,http://www.fuelly.com/driver/jabbamagnus./
2009,Honda,Rebel 250 &bull; Gas,15,biozombie,30,70.6,3.33,250,,http://www.fuelly.com/driver/biozombie/
2004,Honda,Rebel 250 &bull; Gas,8,Hawklore,31.7,74.6,3.15,250,,http://www.fuelly.com/driver/Hawklore/
2008,Honda,Rebel 250 &bull; Gas,16,Muffinbaskt,33.3,78.3,3.00,250,,http://www.fuelly.com/driver/Muffinbaskt/
1986,Honda,Rebel 450,10,dang,14.3,33.6,6.99,450,,http://www.fuelly.com/driver/dang/
1987,Honda,Rebel 450,12,koruptor,18.1,42.6,5.52,450,,http://www.fuelly.com/driver/koruptor/
1986,Honda,Rebel 450,29,vayix,20.5,48.2,4.88,450,,http://www.fuelly.com/driver/vayix/
1987,Honda,Rebel 450,19,ATOZ.,23,54.1,4.35,450,,http://www.fuelly.com/driver/ATOZ./
1987,Honda,Rebel 450,3,cagie58,24.8,58.3,4.03,450,,http://www.fuelly.com/driver/cagie58/
2007,Honda,Reflex,1,lubejob66,22.6,53.2,4.42,,,http://www.fuelly.com/driver/lubejob66/
2006,Honda,Reflex,2,andrez1014,24,56.5,4.17,,,http://www.fuelly.com/driver/andrez1014/
2007,Honda,Reflex,1,achtung34,25.5,60.0,3.92,,,http://www.fuelly.com/driver/achtung34/
2005,Honda,Reflex,4,blockmachining,26.3,61.9,3.80,,,http://www.fuelly.com/driver/blockmachining/
2002,Honda,Reflex,58,jbdiver,27.6,64.9,3.62,,,http://www.fuelly.com/driver/jbdiver/
2002,Honda,Reflex,5,CyWalker,27.8,65.4,3.60,,,http://www.fuelly.com/driver/CyWalker/
2001,Honda,Reflex,4,swaney3,29.8,70.1,3.36,,,http://www.fuelly.com/driver/swaney3/
2003,Honda,Reflex,8,tush,30.1,70.8,3.32,,,http://www.fuelly.com/driver/tush/
2001,Honda,Reflex,45,tjciaffone,30.1,70.8,3.32,,,http://www.fuelly.com/driver/tjciaffone/
2006,Honda,Reflex,7,Sikem,32.4,76.2,3.09,,,http://www.fuelly.com/driver/Sikem/
2006,Honda,Reflex,4,scotthin1,37.2,87.5,2.69,,,http://www.fuelly.com/driver/scotthin1/
2006,Honda,Reflex,8,mdh01,51.8,121.8,1.93,,,http://www.fuelly.com/driver/mdh01/
2006,Honda,Reflex Sport,23,kyouteki,26.7,62.8,3.75,,,http://www.fuelly.com/driver/kyouteki/
2006,Honda,Reflex Sport,2,charlie01,27.4,64.5,3.65,,,http://www.fuelly.com/driver/charlie01/
2004,Honda,Reflex Sport,137,jdbrot.,29.4,69.2,3.40,,,http://www.fuelly.com/driver/jdbrot./
2004,Honda,Reflex Sport,14,tomcom,30.6,72.0,3.27,,,http://www.fuelly.com/driver/tomcom/
2004,Honda,Relex,16,betulah,26.7,62.8,3.75,,,http://www.fuelly.com/driver/betulah/
2007,Honda,Relex,1,icedean,27.2,64.0,3.68,,,http://www.fuelly.com/driver/icedean/
2001,Honda,Relex,1,spotch,27.2,64.0,3.68,,,http://www.fuelly.com/driver/spotch/
2011,Honda,RR150,5,c95052,46.4,109.1,2.16,150,,http://www.fuelly.com/driver/c95052/
2011,Honda,Ruckus,4,samiam2714,27.6,64.9,3.62,,,http://www.fuelly.com/driver/samiam2714/
2005,Honda,Ruckus,4,eblueglow,27.9,65.6,3.58,,,http://www.fuelly.com/driver/eblueglow/
2009,Honda,Ruckus,26,ezekielwhore,30.4,71.5,3.29,,,http://www.fuelly.com/driver/ezekielwhore/
2008,Honda,Ruckus,5,scooterdad,32.1,75.5,3.12,,,http://www.fuelly.com/driver/scooterdad/
2011,Honda,Ruckus,5,rz3r0,34.2,80.4,2.92,,,http://www.fuelly.com/driver/rz3r0/
2008,Honda,Ruckus,27,Scarface305,34.4,80.9,2.91,,,http://www.fuelly.com/driver/Scarface305/
2011,Honda,Ruckus,8,seanmnaes,34.9,82.1,2.87,,,http://www.fuelly.com/driver/seanmnaes/
2007,Honda,Ruckus,4,brian83,36.4,85.6,2.75,,,http://www.fuelly.com/driver/brian83/
2006,Honda,Ruckus,2,wingsfan3019,39,91.7,2.56,,,http://www.fuelly.com/driver/wingsfan3019/
2011,Honda,Ruckus,10,OverReved,39.4,92.7,2.54,,,http://www.fuelly.com/driver/OverReved/
2008,Honda,Ruckus,6,HondaSpeed,39.8,93.6,2.51,,,http://www.fuelly.com/driver/HondaSpeed/
2009,Honda,Ruckus,20,OJR,39.9,93.9,2.51,,,http://www.fuelly.com/driver/OJR/
2006,Honda,Ruckus,20,Deez,42.9,100.9,2.33,,,http://www.fuelly.com/driver/Deez/
2007,Honda,Ruckus &bull; Gas,6,VanScoot,41.7,98.1,2.40,,,http://www.fuelly.com/driver/VanScoot/
1994,Honda,RVF400 NC35,37,brmoore,13.8,32.5,7.25,400,,http://www.fuelly.com/driver/brmoore/
1995,Honda,RVF400 NC35,6,krooklyn,18,42.3,5.56,400,,http://www.fuelly.com/driver/krooklyn/
2010,Honda,S-Wing 125,20,guicane,26,61.2,3.85,125,,http://www.fuelly.com/driver/guicane/
2009,Honda,S-Wing 125,6,dengordo,29.5,69.4,3.39,125,,http://www.fuelly.com/driver/dengordo/
2008,Honda,S-Wing 125,1,louthepoo,29.7,69.9,3.37,125,,http://www.fuelly.com/driver/louthepoo/
2010,Honda,S-Wing 125,5,Guy971,31.1,73.2,3.22,125,,http://www.fuelly.com/driver/Guy971/
2007,Honda,S-Wing 125,40,longshanks,32.6,76.7,3.07,125,,http://www.fuelly.com/driver/longshanks/
2012,Honda,S-Wing 125,7,andyd,33.1,77.9,3.02,125,,http://www.fuelly.com/driver/andyd/
2007,Honda,S-Wing 125,5,Orlando,33.8,79.5,2.96,125,,http://www.fuelly.com/driver/Orlando/
2012,Honda,S-Wing 125,1,alphaone,35.3,83.0,2.83,125,,http://www.fuelly.com/driver/alphaone/
2010,Honda,S-Wing 125,14,Leanto1961,44.1,103.7,2.27,125,,http://www.fuelly.com/driver/Leanto1961/
2006,Honda,SH 125,14,0da0ne,27.6,64.9,3.62,125,,http://www.fuelly.com/driver/0da0ne/
2011,Honda,SH 125,5,MADDD,27.8,65.4,3.60,125,,http://www.fuelly.com/driver/MADDD/
2002,Honda,SH 125,12,Zanx,31.2,73.4,3.21,125,,http://www.fuelly.com/driver/Zanx/
2011,Honda,SH 125,4,carpetman,32.4,76.2,3.09,125,,http://www.fuelly.com/driver/carpetman/
2007,Honda,SH 125,4,TheMente,32.9,77.4,3.04,125,,http://www.fuelly.com/driver/TheMente/
2010,Honda,SH 150,17,jasondavis48108,27.3,64.2,3.66,150,,http://www.fuelly.com/driver/jasondavis48108/
2010,Honda,SH 150,1,rye,29.7,69.9,3.37,150,,http://www.fuelly.com/driver/rye/
2010,Honda,SH 150,1,reclarke,31.5,74.1,3.17,150,,http://www.fuelly.com/driver/reclarke/
2010,Honda,SH 150,7,Brick317,33.1,77.9,3.02,150,,http://www.fuelly.com/driver/Brick317/
2010,Honda,SH 150,4,reclarke,33.2,78.1,3.01,150,,http://www.fuelly.com/driver/reclarke/
2010,Honda,SH 150,23,custodian,34.2,80.4,2.92,150,,http://www.fuelly.com/driver/custodian/
2010,Honda,SH 150,17,Scoocher,34.3,80.7,2.92,150,,http://www.fuelly.com/driver/Scoocher/
2010,Honda,SH 150,18,jeandulac,34.3,80.7,2.92,150,,http://www.fuelly.com/driver/jeandulac/
2010,Honda,SH 150,18,IntlRunner40,35.5,83.5,2.82,150,,http://www.fuelly.com/driver/IntlRunner40/
2011,Honda,SH 150,33,tr1cky,36.1,84.9,2.77,150,,http://www.fuelly.com/driver/tr1cky/
2010,Honda,SH 150,10,Beisner,37.1,87.3,2.70,150,,http://www.fuelly.com/driver/Beisner/
2010,Honda,SH 150,33,seanmpuckett,38.5,90.6,2.60,150,,http://www.fuelly.com/driver/seanmpuckett/
2010,Honda,SH 150,49,strkngfang,39.6,93.1,2.53,150,,http://www.fuelly.com/driver/strkngfang/
2009,Honda,SH 300,6,ppkmoby,21.3,50.1,4.69,300,,http://www.fuelly.com/driver/ppkmoby/
2009,Honda,SH 300,10,ddunwoody,23.3,54.8,4.29,300,,http://www.fuelly.com/driver/ddunwoody/
2011,Honda,SH 300,4,OgaWill,24.7,58.1,4.05,300,,http://www.fuelly.com/driver/OgaWill/
2010,Honda,SH 300,6,tonno,24.9,58.6,4.02,300,,http://www.fuelly.com/driver/tonno/
2010,Honda,SH 300,63,Psilos,25.1,59.0,3.98,300,,http://www.fuelly.com/driver/Psilos/
2008,Honda,SH 300,4,captainT,25.7,60.5,3.89,300,,http://www.fuelly.com/driver/captainT/
2009,Honda,SH 300,5,finakis,26.2,61.6,3.82,300,,http://www.fuelly.com/driver/finakis/
2011,Honda,SH 300,1,mrfish,26.7,62.8,3.75,300,,http://www.fuelly.com/driver/mrfish/
2010,Honda,SH 300,6,Normsthename,27.9,65.6,3.58,300,,http://www.fuelly.com/driver/Normsthename/
2011,Honda,SH 300,120,teodorch85,28.2,66.3,3.55,300,,http://www.fuelly.com/driver/teodorch85/
2011,Honda,SH 300,1,stefx,28.6,67.3,3.50,300,,http://www.fuelly.com/driver/stefx/
2008,Honda,SH 300,55,Irishrover,32.2,75.7,3.11,300,,http://www.fuelly.com/driver/Irishrover/
2012,Honda,SH 300,2,ktmemil,32.5,76.4,3.08,300,,http://www.fuelly.com/driver/ktmemil/
2012,Honda,Shadow,11,Jeffshog,18.6,43.8,5.38,,,http://www.fuelly.com/driver/Jeffshog/
2003,Honda,Shadow,4,dub.,18.8,44.2,5.32,,,http://www.fuelly.com/driver/dub./
1997,Honda,Shadow,5,BryanBTDI.,22.2,52.2,4.50,,,http://www.fuelly.com/driver/BryanBTDI./
1985,Honda,Shadow,2,ArcticWolf.,24.1,56.7,4.15,,,http://www.fuelly.com/driver/ArcticWolf./
2001,Honda,Shadow,4,crazyaxe,25.9,60.9,3.86,,,http://www.fuelly.com/driver/crazyaxe/
1986,Honda,Shadow 1100,3,nvcasper,10.5,24.7,9.52,1100,,http://www.fuelly.com/driver/nvcasper/
1986,Honda,Shadow 1100,49,dave68,12.8,30.1,7.81,1100,,http://www.fuelly.com/driver/dave68/
1997,Honda,Shadow 1100,3,jsbeaty,13.3,31.3,7.52,1100,,http://www.fuelly.com/driver/jsbeaty/
2001,Honda,Shadow 1100,1,randell,13.7,32.2,7.30,1100,,http://www.fuelly.com/driver/randell/
2006,Honda,Shadow 1100,13,theantidj,14.7,34.6,6.80,1100,,http://www.fuelly.com/driver/theantidj/
1997,Honda,Shadow 1100,3,shoafer0,14.7,34.6,6.80,1100,,http://www.fuelly.com/driver/shoafer0/
2002,Honda,Shadow 1100,40,colemanracing,15.1,35.5,6.62,1100,,http://www.fuelly.com/driver/colemanracing/
2005,Honda,Shadow 1100,1,arparadis,15.2,35.8,6.58,1100,,http://www.fuelly.com/driver/arparadis/
1995,Honda,Shadow 1100,4,EvilleRider,15.2,35.8,6.58,1100,,http://www.fuelly.com/driver/EvilleRider/
1996,Honda,Shadow 1100,8,kglf74,15.4,36.2,6.49,1100,,http://www.fuelly.com/driver/kglf74/
2008,Honda,Shadow 1100,3,rockodisco,15.7,36.9,6.37,1100,,http://www.fuelly.com/driver/rockodisco/
2000,Honda,Shadow 1100,4,Demosthine,15.8,37.2,6.33,1100,,http://www.fuelly.com/driver/Demosthine/
1996,Honda,Shadow 1100,3,Murf425,16,37.6,6.25,1100,,http://www.fuelly.com/driver/Murf425/
2001,Honda,Shadow 1100,17,Tone1963,16.1,37.9,6.21,1100,,http://www.fuelly.com/driver/Tone1963/
2007,Honda,Shadow 1100,1,taterhoggin,16.2,38.1,6.17,1100,,http://www.fuelly.com/driver/taterhoggin/
2002,Honda,Shadow 1100,12,hornit,16.4,38.6,6.10,1100,,http://www.fuelly.com/driver/hornit/
1999,Honda,Shadow 1100,2,jester156,16.4,38.6,6.10,1100,,http://www.fuelly.com/driver/jester156/
1997,Honda,Shadow 1100,76,LotusGeek,16.8,39.5,5.95,1100,,http://www.fuelly.com/driver/LotusGeek/
2007,Honda,Shadow 1100,14,genenagata,16.9,39.8,5.92,1100,,http://www.fuelly.com/driver/genenagata/
2007,Honda,Shadow 1100,38,punyhuman,17.3,40.7,5.78,1100,,http://www.fuelly.com/driver/punyhuman/
2000,Honda,Shadow 1100,10,Gavman42,17.3,40.7,5.78,1100,,http://www.fuelly.com/driver/Gavman42/
2000,Honda,Shadow 1100,31,dirt820,17.5,41.2,5.71,1100,,http://www.fuelly.com/driver/dirt820/
2005,Honda,Shadow 1100,6,MWS,17.6,41.4,5.68,1100,,http://www.fuelly.com/driver/MWS/
2001,Honda,Shadow 1100,29,redneckrecon134,17.9,42.1,5.59,1100,,http://www.fuelly.com/driver/redneckrecon134/
1997,Honda,Shadow 1100,9,lambo831,18.4,43.3,5.43,1100,,http://www.fuelly.com/driver/lambo831/
1999,Honda,Shadow 1100,15,mastermel,18.9,44.5,5.29,1100,,http://www.fuelly.com/driver/mastermel/
2000,Honda,Shadow 1100,12,Bigcountry1100,19.4,45.6,5.15,1100,,http://www.fuelly.com/driver/Bigcountry1100/
2000,Honda,Shadow 1100,2,gregrocket,20,47.0,5.00,1100,,http://www.fuelly.com/driver/gregrocket/
2001,Honda,Shadow 1100,19,montypyfly,20.6,48.5,4.85,1100,,http://www.fuelly.com/driver/montypyfly/
2006,Honda,Shadow 1100,6,apton77,21,49.4,4.76,1100,,http://www.fuelly.com/driver/apton77/
1994,Honda,Shadow 1100,1,crunch777,22.5,52.9,4.44,1100,,http://www.fuelly.com/driver/crunch777/
2004,Honda,Shadow 1100 &bull; Gas H2,67,blindman777.,19.4,45.6,5.15,1100,,http://www.fuelly.com/driver/blindman777./
1999,Honda,Shadow 400,9,Indomniac,20.9,49.2,4.78,400,,http://www.fuelly.com/driver/Indomniac/
2006,Honda,Shadow 600,15,Bladestorm55,18.2,42.8,5.49,600,,http://www.fuelly.com/driver/Bladestorm55/
2001,Honda,Shadow 600,27,skorpion,20.8,48.9,4.81,600,,http://www.fuelly.com/driver/skorpion/
2005,Honda,Shadow 600,15,WillW,21.2,49.9,4.72,600,,http://www.fuelly.com/driver/WillW/
1999,Honda,Shadow 600,25,ShadowVLXRyder,21.3,50.1,4.69,600,,http://www.fuelly.com/driver/ShadowVLXRyder/
2005,Honda,Shadow 600,19,korova,22.9,53.9,4.37,600,,http://www.fuelly.com/driver/korova/
2004,Honda,Shadow 600,2,exwinger,23.4,55.0,4.27,600,,http://www.fuelly.com/driver/exwinger/
2003,Honda,Shadow 600,35,GAS2HI,24.4,57.4,4.10,600,,http://www.fuelly.com/driver/GAS2HI/
1994,Honda,Shadow 600,2,FormulaJay,26,61.2,3.85,600,,http://www.fuelly.com/driver/FormulaJay/
2003,Honda,Shadow 600,7,Ipox88,26.2,61.6,3.82,600,,http://www.fuelly.com/driver/Ipox88/
2006,Honda,Shadow 600,58,dmaximus,29.7,69.9,3.37,600,Chopper,http://www.fuelly.com/driver/dmaximus/
2003,Honda,Shadow 600 &bull; Gas L2,75,CopaDriver,23.5,55.3,4.26,600,,http://www.fuelly.com/driver/CopaDriver/
2002,Honda,Shadow 750,2,situationalawareness,11.6,27.3,8.62,750,,http://www.fuelly.com/driver/situationalawareness/
2006,Honda,Shadow 750,4,ridefst,17.2,40.5,5.81,750,,http://www.fuelly.com/driver/ridefst/
2003,Honda,Shadow 750,4,cbr11xx,17.4,40.9,5.75,750,,http://www.fuelly.com/driver/cbr11xx/
2006,Honda,Shadow 750,6,gstieben,18.3,43.0,5.46,750,,http://www.fuelly.com/driver/gstieben/
2000,Honda,Shadow 750,6,hfp75,18.4,43.3,5.43,750,,http://www.fuelly.com/driver/hfp75/
2009,Honda,Shadow 750,49,nfarrow,18.4,43.3,5.43,750,,http://www.fuelly.com/driver/nfarrow/
2008,Honda,Shadow 750,136,rosta234,19,44.7,5.26,750,,http://www.fuelly.com/driver/rosta234/
2007,Honda,Shadow 750,25,ParklandBob,19,44.7,5.26,750,,http://www.fuelly.com/driver/ParklandBob/
2001,Honda,Shadow 750,24,rbabiak,19.1,44.9,5.24,750,,http://www.fuelly.com/driver/rbabiak/
1999,Honda,Shadow 750,2,shellylist,19.2,45.2,5.21,750,,http://www.fuelly.com/driver/shellylist/
2005,Honda,Shadow 750,38,kiteflyingeek,19.6,46.1,5.10,750,,http://www.fuelly.com/driver/kiteflyingeek/
2003,Honda,Shadow 750,6,nynomar,19.6,46.1,5.10,750,,http://www.fuelly.com/driver/nynomar/
1999,Honda,Shadow 750,30,backhandfloater,19.7,46.3,5.08,750,,http://www.fuelly.com/driver/backhandfloater/
2002,Honda,Shadow 750,2,Damask16.,20.2,47.5,4.95,750,,http://www.fuelly.com/driver/Damask16./
