Year,Make,Model,fuelups,user,KML,MPG,LP100KM,CC,Style,url
2012,Triumph,Tiger T800,30,AlexM11,17.9,42.1,5.59,800,,http://www.fuelly.com/driver/AlexM11/
2011,Triumph,Tiger T800,5,bknight,18,42.3,5.56,800,,http://www.fuelly.com/driver/bknight/
2011,Triumph,Tiger T800,70,Boxmonkey,18.2,42.8,5.49,800,,http://www.fuelly.com/driver/Boxmonkey/
2011,Triumph,Tiger T800,8,charrito,18.2,42.8,5.49,800,,http://www.fuelly.com/driver/charrito/
2011,Triumph,Tiger T800,30,gabeinlondon,18.2,42.8,5.49,800,,http://www.fuelly.com/driver/gabeinlondon/
2011,Triumph,Tiger T800,72,Kildareman,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/Kildareman/
2011,Triumph,Tiger T800,3,daveb95,18.5,43.5,5.41,800,,http://www.fuelly.com/driver/daveb95/
2010,Triumph,Tiger T800,8,dism,18.5,43.5,5.41,800,,http://www.fuelly.com/driver/dism/
2012,Triumph,Tiger T800,40,Ron1n,18.6,43.8,5.38,800,,http://www.fuelly.com/driver/Ron1n/
2012,Triumph,Tiger T800,68,FrostyTcat,18.6,43.8,5.38,800,,http://www.fuelly.com/driver/FrostyTcat/
2012,Triumph,Tiger T800,31,Firecapt,18.8,44.2,5.32,800,,http://www.fuelly.com/driver/Firecapt/
2012,Triumph,Tiger T800,35,tonytiger,18.8,44.2,5.32,800,,http://www.fuelly.com/driver/tonytiger/
2012,Triumph,Tiger T800,33,romulux,19,44.7,5.26,800,,http://www.fuelly.com/driver/romulux/
2012,Triumph,Tiger T800,15,redbean25,19.1,44.9,5.24,800,,http://www.fuelly.com/driver/redbean25/
2011,Triumph,Tiger T800,57,Hermes1950,19.1,44.9,5.24,800,,http://www.fuelly.com/driver/Hermes1950/
2011,Triumph,Tiger T800,33,Percy70,19.3,45.4,5.18,800,,http://www.fuelly.com/driver/Percy70/
2011,Triumph,Tiger T800,48,serfiesa,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/serfiesa/
2011,Triumph,Tiger T800,14,wazhalo31,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/wazhalo31/
2011,Triumph,Tiger T800,9,jpcullen70,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/jpcullen70/
2011,Triumph,Tiger T800,9,tcars,19.9,46.8,5.03,800,,http://www.fuelly.com/driver/tcars/
2011,Triumph,Tiger T800,6,fernandos1,20.1,47.3,4.98,800,,http://www.fuelly.com/driver/fernandos1/
2012,Triumph,Tiger T800,52,halfast3,20.9,49.2,4.78,800,,http://www.fuelly.com/driver/halfast3/
2012,Triumph,Tiger T800,2,Torrex00,21.5,50.6,4.65,800,,http://www.fuelly.com/driver/Torrex00/
2011,Triumph,Tiger T800,42,swimmer,23.1,54.3,4.33,800,,http://www.fuelly.com/driver/swimmer/
2011,Triumph,Tiger T800,1,ScoobyUK,23.6,55.5,4.24,800,,http://www.fuelly.com/driver/ScoobyUK/
2011,Triumph,Tiger T800,2,thestripler,32.2,75.7,3.11,800,,http://www.fuelly.com/driver/thestripler/
2011,Triumph,Tiger T800XC,2,Visk,14.3,33.6,6.99,800,,http://www.fuelly.com/driver/Visk/
2011,Triumph,Tiger T800XC,3,snowr0,16.6,39.0,6.02,800,,http://www.fuelly.com/driver/snowr0/
2011,Triumph,Tiger T800XC,3,ruimbarradas,16.9,39.8,5.92,800,,http://www.fuelly.com/driver/ruimbarradas/
2011,Triumph,Tiger T800XC,1,JoHu,16.9,39.8,5.92,800,,http://www.fuelly.com/driver/JoHu/
2011,Triumph,Tiger T800XC,31,bigmike40,17,40.0,5.88,800,,http://www.fuelly.com/driver/bigmike40/
2011,Triumph,Tiger T800XC,25,fbj913,17.1,40.2,5.85,800,,http://www.fuelly.com/driver/fbj913/
2011,Triumph,Tiger T800XC,2,Zaphod70,17.4,40.9,5.75,800,,http://www.fuelly.com/driver/Zaphod70/
2011,Triumph,Tiger T800XC,30,SelinaXC,17.5,41.2,5.71,800,,http://www.fuelly.com/driver/SelinaXC/
2012,Triumph,Tiger T800XC,3,MCSama,17.7,41.6,5.65,800,,http://www.fuelly.com/driver/MCSama/
2011,Triumph,Tiger T800XC,2,nick61tiger,17.7,41.6,5.65,800,,http://www.fuelly.com/driver/nick61tiger/
2012,Triumph,Tiger T800XC,47,jorkyn,17.9,42.1,5.59,800,,http://www.fuelly.com/driver/jorkyn/
2012,Triumph,Tiger T800XC,7,kawaman,18.3,43.0,5.46,800,,http://www.fuelly.com/driver/kawaman/
2011,Triumph,Tiger T800XC,47,Cobra,18.3,43.0,5.46,800,,http://www.fuelly.com/driver/Cobra/
2012,Triumph,Tiger T800XC,7,asaldate,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/asaldate/
2011,Triumph,Tiger T800XC,29,rickstiger,18.4,43.3,5.43,800,,http://www.fuelly.com/driver/rickstiger/
2012,Triumph,Tiger T800XC,14,TT800XC,18.5,43.5,5.41,800,,http://www.fuelly.com/driver/TT800XC/
2011,Triumph,Tiger T800XC,61,Birdy68,18.5,43.5,5.41,800,,http://www.fuelly.com/driver/Birdy68/
2013,Triumph,Tiger T800XC,3,nkdfun,18.7,44.0,5.35,800,,http://www.fuelly.com/driver/nkdfun/
2012,Triumph,Tiger T800XC,14,AZfocus,19.7,46.3,5.08,800,,http://www.fuelly.com/driver/AZfocus/
2013,Triumph,Tiger T800XC,2,albin,19.8,46.6,5.05,800,,http://www.fuelly.com/driver/albin/
2012,Triumph,Tiger T800XC,20,David1979,20,47.0,5.00,800,,http://www.fuelly.com/driver/David1979/
2011,Triumph,Tiger T800XC,7,Tonker1,20.1,47.3,4.98,800,,http://www.fuelly.com/driver/Tonker1/
2011,Triumph,Tiger T800XC,4,markgordine,20.2,47.5,4.95,800,,http://www.fuelly.com/driver/markgordine/
2013,Triumph,Tiger T800XC,3,daaave,20.4,48.0,4.90,800,,http://www.fuelly.com/driver/daaave/
2012,Triumph,Tiger T800XC,1,grawrimo,21.3,50.1,4.69,800,,http://www.fuelly.com/driver/grawrimo/
2012,Triumph,Tiger T800XC,9,zlinnick,22.3,52.5,4.48,800,,http://www.fuelly.com/driver/zlinnick/
2012,Triumph,Tiger T800XC,25,antmakka,22.5,52.9,4.44,800,,http://www.fuelly.com/driver/antmakka/
1999,Triumph,Trophy,38,flippa1971,13.2,31.0,7.58,,,http://www.fuelly.com/driver/flippa1971/
1999,Triumph,Trophy,7,witttom,14.1,33.2,7.09,,,http://www.fuelly.com/driver/witttom/
1998,Triumph,Trophy,6,gerrykehler,16,37.6,6.25,,,http://www.fuelly.com/driver/gerrykehler/
2003,Triumph,TT600,12,Ramon,16.5,38.8,6.06,600,,http://www.fuelly.com/driver/Ramon/
2010,TVS,Motors apache rtr 160,3,kantu,49.8,117.1,2.01,160,,http://www.fuelly.com/driver/kantu/
2009,TVS,Motors apache rtr 160,1,nileshtambe,55.1,129.6,1.81,160,,http://www.fuelly.com/driver/nileshtambe/
1995,TVS,Motors Scooty,2,shreesmani,55.1,129.6,1.81,,,http://www.fuelly.com/driver/shreesmani/
2011,TVS,Motors TVS STAR CITY,11,sunny025,35,82.3,2.86,,,http://www.fuelly.com/driver/sunny025/
2005,TVS,Motors Victor GLS,3,Gokul,54,127.0,1.85,,,http://www.fuelly.com/driver/Gokul/
2012,TVS,Motors Wego,7,smitasharma,38.1,89.6,2.62,,,http://www.fuelly.com/driver/smitasharma/
2012,TVS,Motors Wego,4,ak5959,56.1,132.0,1.78,,,http://www.fuelly.com/driver/ak5959/
2005,United,Motors Matrix II,1,BmWxPR,19.8,46.6,5.05,,,http://www.fuelly.com/driver/BmWxPR/
2007,United,Motors Matrix II,5,DiNovo,22,51.7,4.55,,,http://www.fuelly.com/driver/DiNovo/
2009,United,Motors Matrix II-170,28,runningslow.,27.5,64.7,3.64,,,http://www.fuelly.com/driver/runningslow./
2008,United,Motors Matrix II-170,2,jnshep86,32.9,77.4,3.04,,,http://www.fuelly.com/driver/jnshep86/
2005,United,Motors X-peed,18,nightshade,26.5,62.3,3.77,,,http://www.fuelly.com/driver/nightshade/
2000,Ural,Deco Classic,8,usmusket.,15.2,35.8,6.58,,,http://www.fuelly.com/driver/usmusket./
2006,Ural,Gear Up,15,usmusket.,9.4,22.1,10.64,,,http://www.fuelly.com/driver/usmusket./
2011,Ural,Gear Up,11,deeve,12.8,30.1,7.81,,,http://www.fuelly.com/driver/deeve/
2011,Ural,Gear Up,9,commiezilla,13,30.6,7.69,,,http://www.fuelly.com/driver/commiezilla/
2012,Ural,Gear Up,2,bushhog01,13.8,32.5,7.25,,,http://www.fuelly.com/driver/bushhog01/
2008,Ural,Patrol,14,mulal,10.6,24.9,9.43,,,http://www.fuelly.com/driver/mulal/
2011,Ural,Patrol,12,RidesInRed,10.9,25.6,9.17,,,http://www.fuelly.com/driver/RidesInRed/
2011,Ural,Patrol,19,Navytm,11.7,27.5,8.55,,,http://www.fuelly.com/driver/Navytm/
2011,Ural,Patrol,20,Norm427,15.9,37.4,6.29,,,http://www.fuelly.com/driver/Norm427/
2006,Ural,Raven,16,camaroz1985,11.9,28.0,8.40,,,http://www.fuelly.com/driver/camaroz1985/
2012,Ural,Retro M70,11,atrain104,13,30.6,7.69,,,http://www.fuelly.com/driver/atrain104/
2005,Ural,Retro solo,5,usmusket.,18.9,44.5,5.29,,,http://www.fuelly.com/driver/usmusket./
2008,Ural,Tourist,46,elizilla,13.1,30.8,7.63,,,http://www.fuelly.com/driver/elizilla/
1994,Ural,Tourist,9,TMB,13.2,31.0,7.58,,,http://www.fuelly.com/driver/TMB/
2006,Ural,Tourist,9,Joyrider,14.1,33.2,7.09,,,http://www.fuelly.com/driver/Joyrider/
2007,Vento,Phanton,4,cid,22.6,53.2,4.42,,,http://www.fuelly.com/driver/cid/
2006,Vento,Phanton,37,Ventostu,28,65.9,3.57,,,http://www.fuelly.com/driver/Ventostu/
2004,Vento,Triton,62,junkmail50,27.2,64.0,3.68,,,http://www.fuelly.com/driver/junkmail50/
2011,Vespa,300 Super Sport,17,yannig,24.5,57.6,4.08,300,,http://www.fuelly.com/driver/yannig/
2011,Vespa,300 Super Sport,138,ChristinaVesparina,27.6,64.9,3.62,300,,http://www.fuelly.com/driver/ChristinaVesparina/
2011,Vespa,300 Super Sport,1,ruttino,28,65.9,3.57,300,,http://www.fuelly.com/driver/ruttino/
2011,Vespa,300 Super Sport,25,rhett121,28.5,67.0,3.51,300,,http://www.fuelly.com/driver/rhett121/
2010,Vespa,300 Super Sport,6,dsmaz,29,68.2,3.45,300,,http://www.fuelly.com/driver/dsmaz/
2010,Vespa,300 Super Sport,9,DougMcL,29.4,69.2,3.40,300,,http://www.fuelly.com/driver/DougMcL/
2010,Vespa,300 Super Sport,111,tonyb,30.4,71.5,3.29,300,,http://www.fuelly.com/driver/tonyb/
2009,Vespa,50S,3,ocean,32,75.3,3.13,50,,http://www.fuelly.com/driver/ocean/
2001,Vespa,ET2,7,gofastvespa,17.5,41.2,5.71,,,http://www.fuelly.com/driver/gofastvespa/
2003,Vespa,ET2,28,xantufrog,18.3,43.0,5.46,,,http://www.fuelly.com/driver/xantufrog/
2001,Vespa,ET2,5,djomlas,18.9,44.5,5.29,,,http://www.fuelly.com/driver/djomlas/
1999,Vespa,ET2,3,bstark,19.1,44.9,5.24,,,http://www.fuelly.com/driver/bstark/
2003,Vespa,ET2,2,420beans,20.2,47.5,4.95,,,http://www.fuelly.com/driver/420beans/
2005,Vespa,ET2,10,invisible,22,51.7,4.55,,,http://www.fuelly.com/driver/invisible/
2001,Vespa,ET2,17,mcweber12,22.4,52.7,4.46,,,http://www.fuelly.com/driver/mcweber12/
2003,Vespa,ET2,10,penguintv,23.8,56.0,4.20,,,http://www.fuelly.com/driver/penguintv/
2004,Vespa,ET2,10,anynyg,23.9,56.2,4.18,,,http://www.fuelly.com/driver/anynyg/
2003,Vespa,ET2,17,mems89,28.6,67.3,3.50,,,http://www.fuelly.com/driver/mems89/
2003,Vespa,ET2,3,DloqiVesp,32.6,76.7,3.07,,,http://www.fuelly.com/driver/DloqiVesp/
2001,Vespa,ET4,10,Chunky,16,37.6,6.25,,,http://www.fuelly.com/driver/Chunky/
2001,Vespa,ET4,6,JPrime,18.8,44.2,5.32,,,http://www.fuelly.com/driver/JPrime/
2001,Vespa,ET4,17,broz,21.3,50.1,4.69,,,http://www.fuelly.com/driver/broz/
2001,Vespa,ET4,14,stinkyjones,21.6,50.8,4.63,,,http://www.fuelly.com/driver/stinkyjones/
2001,Vespa,ET4,11,joelfiasco,22.1,52.0,4.52,,,http://www.fuelly.com/driver/joelfiasco/
2001,Vespa,ET4,31,CyberLizard,22.7,53.4,4.41,,,http://www.fuelly.com/driver/CyberLizard/
2002,Vespa,ET4,3,SacRider,22.8,53.6,4.39,,,http://www.fuelly.com/driver/SacRider/
2003,Vespa,ET4,2,sarendec,23.2,54.6,4.31,,,http://www.fuelly.com/driver/sarendec/
2004,Vespa,ET4,3,Dragon1,23.5,55.3,4.26,,,http://www.fuelly.com/driver/Dragon1/
2002,Vespa,ET4,13,ScottyP.,23.6,55.5,4.24,,,http://www.fuelly.com/driver/ScottyP./
2002,Vespa,ET4,19,crumflake,23.7,55.7,4.22,,,http://www.fuelly.com/driver/crumflake/
2004,Vespa,ET4,45,AlanM,24.7,58.1,4.05,,,http://www.fuelly.com/driver/AlanM/
2005,Vespa,ET4,42,HappyOne,25.3,59.5,3.95,,,http://www.fuelly.com/driver/HappyOne/
1996,Vespa,ET4,35,shaffenden,25.6,60.2,3.91,,,http://www.fuelly.com/driver/shaffenden/
2002,Vespa,ET4,92,TimU,25.7,60.5,3.89,,,http://www.fuelly.com/driver/TimU/
2001,Vespa,ET4,4,leegraham82.,25.7,60.5,3.89,,,http://www.fuelly.com/driver/leegraham82./
2004,Vespa,ET4,5,justjoe,25.8,60.7,3.88,,,http://www.fuelly.com/driver/justjoe/
2003,Vespa,ET4,44,casoich,26,61.2,3.85,,,http://www.fuelly.com/driver/casoich/
2002,Vespa,ET4,8,kristijonas2010,26,61.2,3.85,,,http://www.fuelly.com/driver/kristijonas2010/
2002,Vespa,ET4,36,davedbike,26.4,62.1,3.79,,,http://www.fuelly.com/driver/davedbike/
2004,Vespa,ET4,18,shovde,26.5,62.3,3.77,,,http://www.fuelly.com/driver/shovde/
2004,Vespa,ET4,13,squishycar,26.7,62.8,3.75,,,http://www.fuelly.com/driver/squishycar/
2005,Vespa,ET4,71,dmets.,26.9,63.3,3.72,,,http://www.fuelly.com/driver/dmets./
2002,Vespa,ET4,7,willbag,26.9,63.3,3.72,,,http://www.fuelly.com/driver/willbag/
2005,Vespa,ET4,2,JPJayhawk,27.7,65.2,3.61,,,http://www.fuelly.com/driver/JPJayhawk/
2001,Vespa,ET4,3,420beans,27.8,65.4,3.60,,,http://www.fuelly.com/driver/420beans/
2002,Vespa,ET4,35,Matthew915,28,65.9,3.57,,,http://www.fuelly.com/driver/Matthew915/
2001,Vespa,ET4,17,phuocsandiego,28,65.9,3.57,,,http://www.fuelly.com/driver/phuocsandiego/
2002,Vespa,ET4,5,marcopolo9.,28.1,66.1,3.56,,,http://www.fuelly.com/driver/marcopolo9./
2005,Vespa,ET4,41,Mako13,28.6,67.3,3.50,,,http://www.fuelly.com/driver/Mako13/
2003,Vespa,ET4,1,Oporto,28.8,67.7,3.47,,,http://www.fuelly.com/driver/Oporto/
2005,Vespa,ET4,31,Dee,29.2,68.7,3.42,,,http://www.fuelly.com/driver/Dee/
2001,Vespa,ET4,10,em,29.6,69.6,3.38,,,http://www.fuelly.com/driver/em/
2007,Vespa,ET4,3,VolvoWasp,35.5,83.5,2.82,,,http://www.fuelly.com/driver/VolvoWasp/
2007,Vespa,ET4,2,XMANHOE.,39.6,93.1,2.53,,,http://www.fuelly.com/driver/XMANHOE./
2002,Vespa,ET4,10,malpiatwarz,39.6,93.1,2.53,,,http://www.fuelly.com/driver/malpiatwarz/
2001,Vespa,ET4,16,JohnHopkinsNTH,39.6,93.1,2.53,,,http://www.fuelly.com/driver/JohnHopkinsNTH/
2006,Vespa,GT125,3,mustardk,22.6,53.2,4.42,125,,http://www.fuelly.com/driver/mustardk/
2006,Vespa,GT125,31,FabioDougie,25.5,60.0,3.92,125,,http://www.fuelly.com/driver/FabioDougie/
2007,Vespa,GT200,3,dodger4yu.,9.2,21.6,10.87,200,,http://www.fuelly.com/driver/dodger4yu./
2006,Vespa,GT200,3,osinkboy,20,47.0,5.00,200,,http://www.fuelly.com/driver/osinkboy/
2005,Vespa,GT200,28,eek,20.8,48.9,4.81,200,,http://www.fuelly.com/driver/eek/
2007,Vespa,GT200,4,techenigma,21.1,49.6,4.74,200,,http://www.fuelly.com/driver/techenigma/
2004,Vespa,GT200,7,samalolo,21.4,50.3,4.67,200,,http://www.fuelly.com/driver/samalolo/
2006,Vespa,GT200,8,nickoneill.,22.8,53.6,4.39,200,,http://www.fuelly.com/driver/nickoneill./
2005,Vespa,GT200,6,Yawnsky,22.8,53.6,4.39,200,,http://www.fuelly.com/driver/Yawnsky/
2004,Vespa,GT200,3,Refugee.,23,54.1,4.35,200,,http://www.fuelly.com/driver/Refugee./
2007,Vespa,GT200,137,SurFrogScoots.,23.1,54.3,4.33,200,,http://www.fuelly.com/driver/SurFrogScoots./
2004,Vespa,GT200,6,jgoeke,23.2,54.6,4.31,200,,http://www.fuelly.com/driver/jgoeke/
2005,Vespa,GT200,6,astromags.,23.6,55.5,4.24,200,,http://www.fuelly.com/driver/astromags./
2004,Vespa,GT200,79,JackR,24.4,57.4,4.10,200,,http://www.fuelly.com/driver/JackR/
2007,Vespa,GT200,36,bobix,24.9,58.6,4.02,200,,http://www.fuelly.com/driver/bobix/
2006,Vespa,GT200,77,Squaredancer,25.4,59.7,3.94,200,,http://www.fuelly.com/driver/Squaredancer/
2003,Vespa,GT200,16,PeterPoddy,25.6,60.2,3.91,200,,http://www.fuelly.com/driver/PeterPoddy/
2002,Vespa,GT200,12,LeiChat,25.6,60.2,3.91,200,,http://www.fuelly.com/driver/LeiChat/
2006,Vespa,GT200,26,mongoandjane,25.7,60.5,3.89,200,,http://www.fuelly.com/driver/mongoandjane/
2006,Vespa,GT200,17,PapaJay.,26.1,61.4,3.83,200,,http://www.fuelly.com/driver/PapaJay./
2006,Vespa,GT200,5,adamchri,26.2,61.6,3.82,200,,http://www.fuelly.com/driver/adamchri/
2007,Vespa,GT200,55,Stanny,26.3,61.9,3.80,200,,http://www.fuelly.com/driver/Stanny/
2006,Vespa,GT200,4,kookaburra02.,26.3,61.9,3.80,200,,http://www.fuelly.com/driver/kookaburra02./
2006,Vespa,GT200,30,scootergirl72,26.6,62.6,3.76,200,,http://www.fuelly.com/driver/scootergirl72/
2008,Vespa,GT200,5,Himfilth,26.8,63.0,3.73,200,,http://www.fuelly.com/driver/Himfilth/
2008,Vespa,GT200,5,stadtroller,27,63.5,3.70,200,,http://www.fuelly.com/driver/stadtroller/
2005,Vespa,GT200,12,cvzyl,27,63.5,3.70,200,,http://www.fuelly.com/driver/cvzyl/
2005,Vespa,GT200,6,asinc,27.3,64.2,3.66,200,,http://www.fuelly.com/driver/asinc/
2004,Vespa,GT200,19,brodyfrompa,27.3,64.2,3.66,200,,http://www.fuelly.com/driver/brodyfrompa/
2006,Vespa,GT200,2,eron,27.5,64.7,3.64,200,,http://www.fuelly.com/driver/eron/
2006,Vespa,GT200,56,samchecker.,27.6,64.9,3.62,200,,http://www.fuelly.com/driver/samchecker./
2006,Vespa,GT200,5,fernandos1,27.7,65.2,3.61,200,,http://www.fuelly.com/driver/fernandos1/
2006,Vespa,GT200,2,kiltedtxn,27.7,65.2,3.61,200,,http://www.fuelly.com/driver/kiltedtxn/
2006,Vespa,GT200,2,FuegoDiego,27.9,65.6,3.58,200,,http://www.fuelly.com/driver/FuegoDiego/
2007,Vespa,GT200,3,scootergirl,28.2,66.3,3.55,200,,http://www.fuelly.com/driver/scootergirl/
2005,Vespa,GT200,33,wleuthold,28.3,66.6,3.53,200,,http://www.fuelly.com/driver/wleuthold/
2004,Vespa,GT200,2,GlennP,28.4,66.8,3.52,200,,http://www.fuelly.com/driver/GlennP/
2006,Vespa,GT200,263,wleuthold,28.6,67.3,3.50,200,,http://www.fuelly.com/driver/wleuthold/
2004,Vespa,GT200,202,lomunchi,28.7,67.5,3.48,200,,http://www.fuelly.com/driver/lomunchi/
2006,Vespa,GT200,15,voxkat.,29.3,68.9,3.41,200,,http://www.fuelly.com/driver/voxkat./
2006,Vespa,GT200,45,CityEngineer,31,72.9,3.23,200,,http://www.fuelly.com/driver/CityEngineer/
2007,Vespa,GT200,4,MPGDan,32.6,76.7,3.07,200,,http://www.fuelly.com/driver/MPGDan/
2006,Vespa,GT200,6,richardsan,35,82.3,2.86,200,,http://www.fuelly.com/driver/richardsan/
2006,Vespa,GT200,2,jordanstr8.,44.2,104.0,2.26,200,,http://www.fuelly.com/driver/jordanstr8./
2006,Vespa,GT200,11,dangolbo,47.4,111.5,2.11,200,,http://www.fuelly.com/driver/dangolbo/
2007,Vespa,GT60,15,scriber17,27.2,64.0,3.68,244,,http://www.fuelly.com/driver/scriber17/
2009,Vespa,GTS 125,61,Gutzzman,21.4,50.3,4.67,125,,http://www.fuelly.com/driver/Gutzzman/
2012,Vespa,GTS 125,15,klaasds,21.6,50.8,4.63,125,,http://www.fuelly.com/driver/klaasds/
2004,Vespa,GTS 125,5,texaspete100,22,51.7,4.55,125,,http://www.fuelly.com/driver/texaspete100/
2007,Vespa,GTS 125,71,guidi,22.6,53.2,4.42,125,,http://www.fuelly.com/driver/guidi/
2008,Vespa,GTS 125,11,amkrisis,24.2,56.9,4.13,125,,http://www.fuelly.com/driver/amkrisis/
2011,Vespa,GTS 125,6,VespaGTS125LV,25.6,60.2,3.91,125,,http://www.fuelly.com/driver/VespaGTS125LV/
2008,Vespa,GTS 125,19,michaeldemeirleir,27.6,64.9,3.62,125,,http://www.fuelly.com/driver/michaeldemeirleir/
2010,Vespa,GTS 125,21,Wim1979,27.9,65.6,3.58,125,,http://www.fuelly.com/driver/Wim1979/
2012,Vespa,GTS 125 Super ie,7,jonsGTS,24.5,57.6,4.08,125,,http://www.fuelly.com/driver/jonsGTS/
2010,Vespa,GTS 125 Super ie,33,zandman,29.4,69.2,3.40,125,,http://www.fuelly.com/driver/zandman/
2011,Vespa,GTS 125 Super ie,13,Knifeman,30.1,70.8,3.32,125,,http://www.fuelly.com/driver/Knifeman/
2011,Vespa,GTS 125 Super ie,34,DrStuart,31.9,75.0,3.13,125,,http://www.fuelly.com/driver/DrStuart/
2010,Vespa,GTS 125 Super ie,5,Dunamis,32.3,76.0,3.10,125,,http://www.fuelly.com/driver/Dunamis/
2006,Vespa,GTS 250,1,gpfwestie,22.8,53.6,4.39,250,,http://www.fuelly.com/driver/gpfwestie/
2007,Vespa,GTS 250,110,DamnRandall,23.1,54.3,4.33,250,,http://www.fuelly.com/driver/DamnRandall/
2008,Vespa,GTS 250,3,RunningUtes,24.3,57.2,4.12,250,,http://www.fuelly.com/driver/RunningUtes/
2009,Vespa,GTS 250,14,tuggs.,25.6,60.2,3.91,250,,http://www.fuelly.com/driver/tuggs./
2006,Vespa,GTS 250,78,Icehawk,25.8,60.7,3.88,250,,http://www.fuelly.com/driver/Icehawk/
2007,Vespa,GTS 250,30,TboneGTS250,26.2,61.6,3.82,250,,http://www.fuelly.com/driver/TboneGTS250/
2006,Vespa,GTS 250,101,colemm,26.2,61.6,3.82,250,,http://www.fuelly.com/driver/colemm/
2009,Vespa,GTS 250,58,MyScoot,27,63.5,3.70,250,,http://www.fuelly.com/driver/MyScoot/
2009,Vespa,GTS 250,278,ChillN,27.4,64.5,3.65,250,,http://www.fuelly.com/driver/ChillN/
2008,Vespa,GTS 250,27,chrisives242.,27.5,64.7,3.64,250,,http://www.fuelly.com/driver/chrisives242./
2008,Vespa,GTS 250,2,Crispy,27.7,65.2,3.61,250,,http://www.fuelly.com/driver/Crispy/
2007,Vespa,GTS 250,39,TimCC,27.8,65.4,3.60,250,,http://www.fuelly.com/driver/TimCC/
2007,Vespa,GTS 250,6,SIC,28.2,66.3,3.55,250,,http://www.fuelly.com/driver/SIC/
2008,Vespa,GTS 250,1,moshark,28.3,66.6,3.53,250,,http://www.fuelly.com/driver/moshark/
2007,Vespa,GTS 250,4,Huds,28.4,66.8,3.52,250,,http://www.fuelly.com/driver/Huds/
2007,Vespa,GTS 250,74,chub512,28.6,67.3,3.50,250,,http://www.fuelly.com/driver/chub512/
2008,Vespa,GTS 250,71,mmehren,29,68.2,3.45,250,,http://www.fuelly.com/driver/mmehren/
2007,Vespa,GTS 250,65,u2metoo,29,68.2,3.45,250,,http://www.fuelly.com/driver/u2metoo/
2007,Vespa,GTS 250,39,o0dano0o,29.2,68.7,3.42,250,,http://www.fuelly.com/driver/o0dano0o/
2009,Vespa,GTS 250,2,doccac,29.4,69.2,3.40,250,,http://www.fuelly.com/driver/doccac/
2007,Vespa,GTS 250,7,stingray.,29.4,69.2,3.40,250,,http://www.fuelly.com/driver/stingray./
2007,Vespa,GTS 250,21,Paulc510.,29.4,69.2,3.40,250,,http://www.fuelly.com/driver/Paulc510./
2006,Vespa,GTS 250,5,changerang.,29.9,70.3,3.34,250,,http://www.fuelly.com/driver/changerang./
2007,Vespa,GTS 250,31,vespaoldfart.,30.4,71.5,3.29,250,,http://www.fuelly.com/driver/vespaoldfart./
2007,Vespa,GTS 250,26,bugstevew.,30.7,72.2,3.26,250,,http://www.fuelly.com/driver/bugstevew./
2007,Vespa,GTS 250,78,kriskeyman,31.6,74.3,3.16,250,,http://www.fuelly.com/driver/kriskeyman/
2007,Vespa,GTS 250,114,Arno1,31.8,74.8,3.14,250,,http://www.fuelly.com/driver/Arno1/
2007,Vespa,GTS 250,18,touchton.,31.9,75.0,3.13,250,,http://www.fuelly.com/driver/touchton./
2009,Vespa,GTS 250,65,dademoss,33,77.6,3.03,250,,http://www.fuelly.com/driver/dademoss/
2009,Vespa,GTS 250,1,STDave.,33.2,78.1,3.01,250,,http://www.fuelly.com/driver/STDave./
2007,Vespa,GTS 250,59,Arno1,33.5,78.8,2.99,250,,http://www.fuelly.com/driver/Arno1/
2009,Vespa,GTS 250,4,jeanbean39,42.9,100.9,2.33,250,,http://www.fuelly.com/driver/jeanbean39/
2011,Vespa,GTS 250 ie,15,hi12,21.2,49.9,4.72,250,,http://www.fuelly.com/driver/hi12/
2007,Vespa,GTS 250 ie,4,CJSCOOT,22.4,52.7,4.46,250,,http://www.fuelly.com/driver/CJSCOOT/
2007,Vespa,GTS 250 ie,60,sailinggent,23.3,54.8,4.29,250,,http://www.fuelly.com/driver/sailinggent/
2007,Vespa,GTS 250 ie,87,bagel,23.4,55.0,4.27,250,,http://www.fuelly.com/driver/bagel/
2009,Vespa,GTS 250 ie,8,slappy,23.6,55.5,4.24,250,,http://www.fuelly.com/driver/slappy/
2008,Vespa,GTS 250 ie,6,dissonantmuse,24.1,56.7,4.15,250,,http://www.fuelly.com/driver/dissonantmuse/
2007,Vespa,GTS 250 ie,74,sallad.,24.1,56.7,4.15,250,,http://www.fuelly.com/driver/sallad./
2009,Vespa,GTS 250 ie,5,mistersalty,24.9,58.6,4.02,250,,http://www.fuelly.com/driver/mistersalty/
2006,Vespa,GTS 250 ie,3,martinvh,25.6,60.2,3.91,250,,http://www.fuelly.com/driver/martinvh/
2007,Vespa,GTS 250 ie,9,texpatriate.,25.7,60.5,3.89,250,,http://www.fuelly.com/driver/texpatriate./
2009,Vespa,GTS 250 ie,4,markmors,25.9,60.9,3.86,250,,http://www.fuelly.com/driver/markmors/
2009,Vespa,GTS 250 ie,82,treppenwitz,25.9,60.9,3.86,250,,http://www.fuelly.com/driver/treppenwitz/
