Year,Make,Model,fuelups,user,KML,kms,CC,Style,url
2012,Honda,PCX,16,Narcustic,41.3,660.8,,,
2012,Honda,Vison 110,67,ian885,41.3,2767.1,110,,
2010,Suzuki,EN Yes 125,1,purpleblack79,41.3,41.3,125,,
1981,Yamaha,SR Custom,13,ZenPenguinZ,41.3,536.9,,,
2012,Yamaha,YBR125,2,mayo2130,41.3,82.6,125,,
2009,Yamaha,Zuma 125,8,Audiofyl,41.3,330.4,125,,
2011,Honda,CBF125,4,Lucky,41.2,164.8,125,,
2012,Honda,PCX,9,drrossi,41.2,370.8,,,
2012,Honda,PCX,8,drrossi,41.2,329.6,,,
2012,Honda,PCX,12,PmlslCX,41.2,494.4,,,
2012,Honda,PCX,4,pnseixas,41.2,164.8,,,
2012,Honda,PCX,3,watsonpcx,41.2,123.6,,,
2011,Honda,PCX,4,gbaladii,41.2,164.8,,,
2009,Vespa,LX50,8,Stanny,41.2,329.6,50,,
2010,Yamaha,Fazer 150,5,Balajidesikachari,41.2,206,150,,
2007,Yamaha,Virago 250,15,GrandPrix46,41.2,618,250,,
2011,Honda,Beat 110,24,msevera,41.1,986.4,110,,
2007,Honda,CBR125R,31,luisramos123,41.1,1274.1,125,,
2012,Honda,PCX,14,portuga,41.1,575.4,,,
2011,Honda,PCX,92,omega1987,41.1,3781.2,,,
2011,Yamaha,YBR 125,3,Benjy,41.1,123.3,125,,
2009,Aprilia,SR50R Factory,2,jeffb.,41,82,50,,
2007,Genuine,Buddy 125,7,rodriguezmoses,41,287,125,,
2006,Genuine,Buddy 125,15,jstanley,41,615,125,,
2012,Genuine,Buddy 170,12,Michelle7471,41,492,170,,
2009,Honda,CB125,4,djmcnay,41,164,125,,
2003,Honda,Metropolitan,15,alimeller,41,615,,,
2012,Honda,PCX,1,toninho,41,41,,,
2011,Honda,PCX,54,amikronis,41,2214,,,
2011,Honda,PCX,6,NICKALD,41,246,,,
2011,Honda,PCX,10,ramcho,41,410,,,
2012,SYM,Symba,30,saidi,41,1230,,,
2012,Yamaha,Lagenda 115z,5,rifdhi,41,205,115,,
2009,Yamaha,YBR 125,1,gfvegahe,41,41,125,,
2009,Yamaha,Zuma 125,6,Signals,41,246,125,,
2012,Genuine,Stella 150 4T,40,Levsta,40.9,1636,150,,
2008,Honda,CB400,1,mrkookz,40.9,40.9,400,,
2009,Honda,CBF125,4,AnthoneT,40.9,163.6,125,,
1970,Honda,CT-70,4,Teats,40.9,163.6,70,,
2011,Honda,PCX,4,nikam,40.9,163.6,,,
2012,Keeway,RKV 125,1,polimen,40.9,40.9,125,,
2011,SYM,GTS EVO 125i,10,Priest,40.9,409,125,,
2008,Genuine,Buddy 125,33,knitjen.,40.8,1346.4,125,,
2007,Genuine,Buddy 125,11,bigevilgrape,40.8,448.8,125,,
2010,Genuine,Stella 150 4T,11,jeanbean39,40.8,448.8,150,,
2002,Honda,CG125,15,J033y,40.8,612,125,,
2006,Honda,Metropolitan,37,beachormond,40.8,1509.6,,,
2011,Honda,PCX,5,furstyferret81,40.8,204,,,
2009,Jonway,Vuka XL 110,7,Heino,40.8,285.6,110,,
2009,Kymco,Xciting 500ri,3,jknapp.,40.8,122.4,500,,
2012,Yamaha,fz16,17,MirloRojo,40.8,693.6,153,,
2012,Yamaha,Zuma,5,skurys,40.8,204,,,
2009,Genuine,Buddy 125,157,goldscott,40.7,6389.9,125,,
2007,Genuine,Buddy 50,19,jmsmith802.,40.7,773.3,50,,
2011,Honda,PCX,19,mpatsakos,40.7,773.3,,,
2010,Honda,PCX,2,TW,40.7,81.4,,,
2013,Honda,PCX150,1,vineeth,40.7,40.7,150,,
2010,Honda,XRM RS 125,34,mikol22,40.7,1383.8,125,,
2011,KTM,Duke 125,24,Samouko,40.7,976.8,125,,
2012,Vespa,LX50,9,theoke,40.7,366.3,50,,
2007,Honda,CBR125R,9,ashy,40.6,365.4,125,,
2012,Honda,PCX,15,lactic,40.6,609,,,
2011,Honda,PCX,23,icklejohn,40.6,933.8,,,
2011,Honda,PCX,41,changesucks,40.6,1664.6,,,
2011,Honda,PCX,2,jrayner,40.6,81.2,,,
2010,Honda,PCX,16,mcwolf,40.6,649.6,,,
2012,Honda,PCX,15,orkay,40.5,607.5,,,
2011,Honda,PCX,2,leepy,40.5,81,,,
2007,Piaggio,Fly 50,13,dephyler.,40.5,526.5,50,,
2009,Suzuki,GN125,3,thiagoras,40.5,121.5,125,,
2011,Direct,Bikes Cobra DB125T-15D,17,jenova,40.4,686.8,,,
2009,Genuine,Buddy 125,23,spinnincin,40.4,929.2,125,,
2008,Genuine,Buddy 125,55,zahampton,40.4,2222,125,,
2008,Genuine,Buddy 125,8,pgarcia,40.4,323.2,125,,
2012,Honda,CBF125,4,wotsthestory,40.4,161.6,125,,
2011,Honda,PCX,21,maddiedog,40.4,848.4,,,
2013,Honda,PCX150,6,DixiePaddler,40.4,242.4,150,,
2005,Yamaha,Vino 125cc,11,dusie.,40.4,444.4,,,
2008,Aprilia,Scarabeo 100,42,DDeMars,40.3,1692.6,100,,
2009,Genuine,Buddy 125,11,supersonicf111,40.3,443.3,125,,
2008,Genuine,Buddy 125,8,kraskaea.,40.3,322.4,125,,
2011,Honda,CBF125,10,beserum,40.3,403,125,,
2011,Honda,CBF125,6,JonBoucard,40.3,241.8,125,,
2009,Honda,CBF125,6,Premises187,40.3,241.8,125,,
2006,Honda,Metropolitan,2,thatjonguy.,40.3,80.6,,,
2012,Honda,PCX,12,pedroascosta,40.3,483.6,,,
2012,Honda,PCX,3,superdado91,40.3,120.9,,,
2009,Suzuki,EN Yes 125,2,Quasenada,40.3,80.6,125,,
2007,Yamaha,C3,30,aimee,40.3,1209,50,Scooter,
2007,Honda,Metropolitan,8,smic,40.2,321.6,,,
2012,Honda,PCX,5,BelfastTrev,40.2,201,,,
2012,Keeway,RKV 125,1,atreyu1968,40.2,40.2,125,,
2012,TaoTao,CY50-A VIP Future Champion,9,JDSparty,40.2,361.8,50,,
2012,Yamaha,YBR 125,6,loruntz135,40.2,241.2,125,,
2009,Yamaha,YZF R125,8,browley3600,40.2,321.6,125,,
2013,Genuine,Buddy 125,4,thip,40.1,160.4,125,,
2009,Genuine,Roughhouse,18,ambys,40.1,721.8,,,
2010,Genuine,Stella 150 4T,11,legalgooner,40.1,441.1,150,,
2004,Honda,CBR125R,1,Mike46,40.1,40.1,125,,
2011,Honda,PCX,9,unwinder,40.1,360.9,,,
2011,Honda,PCX,7,AJB,40.1,280.7,,,
2008,Kymco,People 150,58,pinneped,40.1,2325.8,150,,
2012,TaoTao,ATM-50,7,ProDigit,40.1,280.7,50,,
2009,Vespa,LX 125 ie,9,ruif13,40.1,360.9,125,,
2012,Yamaha,Ego S,41,brahym,40.1,1644.1,,,
2006,Yamaha,Vino 125cc,8,kgorczyn,40.1,320.8,,,
2012,Genuine,Buddy 125,17,diblit,40,680,125,,
2008,Genuine,Buddy 125,50,stadtroller,40,2000,125,,
2007,Honda,CBR125R,2,denver,40,80,125,,
2012,Honda,PCX,5,Cracksta,40,200,,,
2011,Honda,PCX,2,Orny1969,40,80,,,
2013,Honda,PCX150,5,loudgonzo,40,200,150,,
2004,Honda,Splendor,2,mkansagarfa.,40,80,,,
2008,Honda,Wave 125S,8,acap4494,40,320,125,,
2006,Kymco,People 250,19,Skully93,40,760,250,,
2007,Kymco,Trend SR G4,11,RY248504,40,440,,,
2011,Vespa,LX50,7,franz2013,40,280,50,,
2012,Yamaha,Xmax 125,31,nunovascolopes,40,1240,125,,
2009,Genuine,Buddy 125,94,rabbitgod.,39.9,3750.6,125,,
2008,Genuine,Buddy 125,76,docutech,39.9,3032.4,125,,
2008,Genuine,Buddy 125,34,Becktastic.,39.9,1356.6,125,,
2007,Genuine,Buddy 125,8,Meresankh,39.9,319.2,125,,
2012,Honda,CBR250R,1,Katirra,39.9,39.9,250,,
2009,Honda,Ruckus,20,OJR,39.9,798,,,
2012,Genuine,Buddy 170,23,bluduh,39.8,915.4,170,,
2011,Honda,PCX,49,rocket,39.8,1950.2,,,
2011,Honda,PCX,15,thepcxdude,39.8,597,,,
2013,Honda,PCX150,25,motocross42,39.8,995,150,,
2008,Honda,Ruckus,6,HondaSpeed,39.8,238.8,,,
2007,Vespa,LX50,22,scooterbernardo,39.8,875.6,50,,
2011,Xingyue,150cc,3,scooterpatrick,39.8,119.4,150,,http://www.fuelly.com/driver/scooterpatrick/150cc
2009,Aprilia,Scarabeo 100,18,DrHoatzin,39.7,714.6,100,,
2012,Genuine,Buddy 170,4,Noogie2,39.7,158.8,170,,
2012,Genuine,Stella 150 4T,44,keith1295,39.7,1746.8,150,,
2006,Honda,Activa,6,roshan,39.7,238.2,,,http://www.fuelly.com/driver/roshan/Activa
2011,Honda,CBF125,23,A45on,39.7,913.1,125,,
2009,Vuka,XL110,7,Sakkie,39.7,277.9,110,,
2012,Yamaha,Zuma 125,33,MopedMaMa,39.7,1310.1,125,,
2009,Genuine,Buddy 125,25,andylaiphoto,39.6,990,125,,
2012,Genuine,Roughhouse,9,SteveK,39.6,356.4,,,
2012,Genuine,Stella 150 4T,8,Spectre,39.6,316.8,150,,
1994,Honda,Elite 50,8,Nizidramaniiyt,39.6,316.8,50,,
2012,Honda,PCX,2,janwer,39.6,79.2,,,
2012,Honda,PCX,3,Dany81,39.6,118.8,,,
2012,Honda,PCX,1,tziminhio,39.6,39.6,,,
2010,Honda,SH 150,49,strkngfang,39.6,1940.4,150,,
2007,Vespa,ET4,2,XMANHOE.,39.6,79.2,,,
2002,Vespa,ET4,10,malpiatwarz,39.6,396,,,
2001,Vespa,ET4,16,JohnHopkinsNTH,39.6,633.6,,,
2006,Genuine,Buddy 125,111,bwilms,39.5,4384.5,125,,
2009,Genuine,Buddy 150,10,trukntommy,39.5,395,150,,
2007,Honda,CBR125R,13,PiePants,39.5,513.5,125,,
1987,Honda,Helix,5,llaycock.,39.5,197.5,,,
2011,Honda,PCX,4,redpcx,39.5,158,,,
2010,Honda,PCX,50,rulisangel,39.5,1975,,,
2010,Honda,PCX,14,smithy10292,39.5,553,,,
2012,TaoTao,CY50-A VIP Future Champion,14,wutzthedeal,39.5,553,50,,
2011,Yamaha,YBR 125,8,mtollett,39.5,316,125,,
2007,Yamaha,YBR 125,4,hyperen,39.5,158,125,,
2007,Genuine,Buddy 125,5,SilverJaw,39.4,197,125,,
2010,Genuine,Stella 150 4T,49,LovelandStella,39.4,1930.6,150,,
2012,Honda,PCX,1,rhinox,39.4,39.4,,,
2011,Honda,PCX,10,Tadd,39.4,394,,,
2011,Honda,PCX,5,DonkeyBeliever,39.4,197,,,
2011,Honda,PCX,13,alpsahinoglu,39.4,512.2,,,
2011,Honda,Ruckus,10,OverReved,39.4,394,,,
2007,Honda,vario,7,katan94,39.4,275.8,,,
2011,Honda,Vison 110,8,jarule71,39.4,315.2,110,,
2011,Vespa,LX 50 4v Touring,6,mschroevers,39.4,236.4,50,,
2012,Genuine,Buddy 125,12,ritasnod,39.3,471.6,125,,
2009,Genuine,Buddy 125,29,mamboman777,39.3,1139.7,125,,
2007,Genuine,Buddy 125,3,bjr9979,39.3,117.9,125,,
2012,Genuine,Stella 150 4T,21,jmer1234,39.3,825.3,150,,
2000,Honda,Elite 80,13,blacksmith,39.3,510.9,80,,
1992,Honda,Elite 80,4,kenomatic,39.3,157.2,80,,
2005,Honda,Metropolitan,5,dosmagnas.,39.3,196.5,,,
2011,Honda,PCX,41,jprestonian,39.3,1611.3,,,
2012,Honda,Vison 110,37,coussier,39.3,1454.1,110,,
2000,Kymco,Trend 125,9,semangat,39.3,353.7,125,,
2004,Suzuki,Burgman 650,3,newarkseadog,39.3,117.9,650,,
2012,BMW,F800GS,2,kendalla59,39.2,78.4,800,,
2012,Honda,CBF125,7,RTJ1987,39.2,274.4,125,,
2009,Honda,CBR125R,32,Judgement,39.2,1254.4,125,,
2012,Honda,Future Helmet-in,3,ajimz,39.2,117.6,,,
2011,Honda,Wave,74,yamin3,39.2,2900.8,,,
2008,Genuine,Buddy 125,18,jpavlik,39.1,703.8,125,,
2012,Genuine,Buddy 170,16,350kmi,39.1,625.6,170,,
2008,Honda,CBR125R,49,elrodento.,39.1,1915.9,125,,
2011,Honda,PCX,21,bsmulders,39.1,821.1,,,
2011,Honda,PCX,9,felgas,39.1,351.9,,,
2009,Royal,Enfield Electra 4s,1,steveg,39.1,39.1,,,
2004,RTM,RCM-50GL,14,dalejudyrex,39.1,547.4,50,,
2000,Suzuki,GS125,10,markc123,39.1,391,125,,
2011,Triumph,Tiger T800,16,nutiger,39.1,625.6,800,,
2006,Yamaha,YBR 125,5,dan1,39.1,195.5,125,,
2009,Yamaha,Zuma 125,24,wedginator,39.1,938.4,125,,
2008,Genuine,Buddy 125,12,stratmonkey,39,468,125,,
2005,Honda,CBF250,2,rgtuit,39,78,250,,
2012,Honda,PCX,18,tekir,39,702,,,
2011,Honda,PCX,20,PeteCX,39,780,,,
2011,Honda,PCX,1,sud,39,39,,,
2006,Honda,Ruckus,2,wingsfan3019,39,78,,,
1986,Honda,Spree,3,KnightOfNoise,39,117,,,
2012,Modenas,GT128,17,rijal2009,39,663,128,,
2011,Suzuki,Shogun Axelo,134,Fahmia75,39,5226,,,
2009,Genuine,Buddy 125,10,catchfraaz,38.9,389,125,,
2008,Genuine,Buddy 125,19,Cheryle64.,38.9,739.1,125,,
2011,Honda,PCX,74,koukou,38.9,2878.6,,,
2011,Honda,PCX,7,Bornscottish,38.9,272.3,,,
2011,Honda,PCX,4,PCXUK,38.9,155.6,,,
2011,Honda,PCX,5,clideno,38.9,194.5,,,
2011,Honda,PCX,10,fuelmeiser,38.9,389,,,
2011,KTM,Duke 125,29,golf,38.9,1128.1,125,,
2011,Yamaha,YBR 125,5,dmdrummond,38.9,194.5,125,,
2012,Genuine,Buddy 125,10,jegarza,38.8,388,125,,
2009,Genuine,Buddy 125,46,Scootetia,38.8,1784.8,125,,
2006,Genuine,Buddy 125,77,stemer,38.8,2987.6,125,,
2008,Honda,CBR125R,24,andr01dm,38.8,931.2,125,,
2012,Honda,PCX,12,ntasaef4,38.8,465.6,,,
2012,Honda,PCX,4,harcsafogo,38.8,155.2,,,
2012,Honda,PCX,8,jimchoise,38.8,310.4,,,
2011,Honda,PCX,36,vits,38.8,1396.8,,,
2011,Honda,PCX,25,koti,38.8,970,,,
2010,Honda,PCX,4,mickmick,38.8,155.2,,,
2012,Honda,Vison 110,5,hamtalbot,38.8,194,110,,
2009,Daelim,Roadwin 125 FI,7,np39jd,38.7,270.9,125,,
2013,Genuine,Buddy 125,18,Carl311,38.7,696.6,125,,
2012,Genuine,Buddy 125,5,RenoBaby,38.7,193.5,125,,
2009,Genuine,Buddy 125,19,michelleh,38.7,735.3,125,,
2007,Genuine,Buddy 125,57,Groovus,38.7,2205.9,125,,
2007,Genuine,Buddy 125,4,geraldcor,38.7,154.8,125,,
2011,Yamaha,Zuma 125,35,mhulme,38.7,1354.5,125,,
2008,Genuine,Buddy 125,4,Taile84.,38.6,154.4,125,,
2002,Honda,Metropolitan,4,npbarker,38.6,154.4,,,
2012,Honda,PCX,6,Barljo,38.6,231.6,,,
2012,Honda,PCX,1,laticfanatic,38.6,38.6,,,
2013,Honda,PCX150,1,dmpeters60077,38.6,38.6,150,,
2010,Kymco,Sunny 50cc,3,dakhanavar,38.6,115.8,50,,
1998,Yamaha,tw200,10,coutinho,38.6,386,200,,
2009,Aprilia,SR50R Factory,5,jb.,38.5,192.5,50,,
2012,Genuine,170i,7,pinthea,38.5,269.5,170,,http://www.fuelly.com/driver/pinthea/170i
2009,Genuine,Buddy 125,11,StillwaterScootin,38.5,423.5,125,,
2011,Honda,CBR150R,3,LoloyD,38.5,115.5,150,,
2012,Honda,PCX,3,EvilRacer329,38.5,115.5,,,
2011,Honda,PCX,21,fio87,38.5,808.5,,,
2010,Honda,PCX,7,Mendes,38.5,269.5,,,
2010,Honda,SH 150,33,seanmpuckett,38.5,1270.5,150,,
2009,Kymco,Agility 50,2,shubonker,38.5,77,50,,
2007,Suzuki,DR200SE,2,blakegolden,38.5,77,200,,
2008,BMS,Motorsports TBX 260,7,Dialm4speed,38.4,268.8,260,,
2012,Genuine,Stella 150 4T,35,xTomBx,38.4,1344,150,,
2010,Honda,CBR125R,16,Slawek,38.4,614.4,125,,
2011,Honda,CBR250R,52,sendler,38.4,1996.8,250,,
2011,Honda,PCX,5,xBigRedx,38.4,192,,,
2013,Honda,PCX150,10,Mr43220,38.4,384,150,,
2012,Keeway,Silver Blade 125 efi,14,sergioftalves,38.4,537.6,125,,
2008,Roketa,MC-04 Fiji,36,Mylorac,38.4,1382.4,,,
2009,Sachs,MadAss 125,14,Skint,38.4,537.6,125,,
1995,Yamaha,XT225,2,infestdead,38.4,76.8,225,,
2012,BMW,G650 GS,2,internetado,38.3,76.6,650,,
2008,Genuine,Buddy 125,73,buddyboy,38.3,2795.9,125,,
2007,Genuine,Buddy 125,10,diskjunkie,38.3,383,125,,
2006,Genuine,Buddy 125,6,pneu125,38.3,229.8,125,,
2011,Honda,PCX,16,avrian,38.3,612.8,,,
2011,Honda,PCX,34,sponsonbox,38.3,1302.2,,,
2011,Honda,PCX,3,TechFrog,38.3,114.9,,,
2011,Honda,PCX,7,RichDesmond,38.3,268.1,,,
2011,Keeway,superlight,4,Cuca,38.3,153.2,,,
2011,Vespa,LX50,1,Kickman,38.3,38.3,50,,
2007,Yamaha,tw200,7,bstrem626,38.3,268.1,200,,
2005,Yamaha,Virago 250,3,robatwork,38.3,114.9,250,,
2012,Yamaha,YBR 125,2,dexterford,38.3,76.6,125,,
2013,Genuine,Buddy 125,6,KeidraB,38.2,229.2,125,,
2007,Genuine,Buddy 125,10,DavidScooter,38.2,382,125,,
2010,Honda,CBF125,1,blandad,38.2,38.2,125,,
2012,Honda,PCX,9,lmtrigo,38.2,343.8,,,
2011,Honda,PCX,13,Memoark,38.2,496.6,,,
2007,Kangda,MP-150,6,AdmiralBeotch.,38.2,229.2,150,,
2011,Keeway,RKV 125,2,javipri,38.2,76.4,125,,
2012,Kymco,Jockey G5 150,11,labrador,38.2,420.2,150,,
2008,Piaggio,Fly 50,5,RedFlyScooter,38.2,191,50,,
2007,Yamaha,Vino,3,apu,38.2,114.6,,,
1993,Yamaha,XC125,6,Railhead2,38.2,229.2,125,,
2006,Yamaha,YBR 125,5,solemnwarning,38.2,191,125,,
2007,Genuine,Buddy 125,41,besha.,38.1,1562.1,125,,
2009,Genuine,Buddy 150,10,dipa,38.1,381,150,,
2012,Genuine,Buddy 170,15,MrFrig,38.1,571.5,170,,
2012,Genuine,Roughhouse,3,bdiesel570,38.1,114.3,,,
2008,Honda,CG 125,26,paolososa,38.1,990.6,125,,
2010,Honda,PCX,53,t2bitha,38.1,2019.3,,,
2013,Honda,PCX150,8,PCX150guy,38.1,304.8,150,,
2010,Honda,XRM RS 125,4,Astron,38.1,152.4,125,,
2010,Modenas,Elegan,10,wanhafizan,38.1,381,,,
2012,TVS,Motors Wego,7,smitasharma,38.1,266.7,,,
1988,Yamaha,DT50,5,sethhershey,38.1,190.5,50,,
2003,Aprilia,SR50 Racing Replica,13,mfberman,38,494,50,,
2006,Genuine,Buddy 125,6,lmgreco,38,228,125,,
2012,Genuine,Buddy 170,17,ianpix,38,646,170,,
2012,Honda,PCX,16,millsy59,38,608,,,
2011,Honda,PCX,10,b0r3dguy,38,380,,,
2011,Honda,PCX,23,alibally,38,874,,,
2011,Honda,PCX,14,TC3,38,532,,,
2011,Honda,PCX,25,jenniebox,38,950,,,
2010,Kymco,Agility 50,7,wolfhowl,38,266,50,,
2008,Kymco,Agility 50,5,polaroidblog,38,190,50,,
2009,Qianjiang,Strada 125,3,alexandrepereira,38,114,125,,
2006,Vespa,LX50,8,gromitdaddy,38,304,50,,
2003,Aprilia,SR50,14,Heidilala,37.9,530.6,50,,
2012,Genuine,Buddy 125,6,scuzzer99,37.9,227.4,125,,
2009,Genuine,Buddy 125,34,MWP1,37.9,1288.6,125,,
2008,Genuine,Buddy 125,9,HenryChinaski,37.9,341.1,125,,
2008,Genuine,Buddy 125,35,jeffcutler.,37.9,1326.5,125,,
2012,Genuine,Buddy 170,14,TelPerian,37.9,530.6,170,,
2012,Genuine,Stella 150 4T,5,mfpfeifer,37.9,189.5,150,,
2000,Gilera,Coguar,5,Barney1977,37.9,189.5,,,
2005,Honda,CG125,15,paul2129,37.9,568.5,125,,
2012,Honda,PCX,4,cgracio,37.9,151.6,,,
2012,Honda,PCX,22,lmpintof1,37.9,833.8,,,
2011,Honda,PCX,34,beach,37.9,1288.6,,,
2007,Honda,Rebel 250,3,Naus15,37.9,113.7,250,,
2011,KTM,Duke 125,30,linhos,37.9,1137,125,,
2012,Genuine,Buddy 125,25,Julesusann,37.8,945,125,,
2009,Genuine,Buddy 125,1,loonz206,37.8,37.8,125,,
2007,Genuine,Buddy 125,11,hbcrosby,37.8,415.8,125,,
2011,Honda,CBF125,15,BikerMark,37.8,567,125,,
2006,Honda,CG 125,12,Hobe,37.8,453.6,125,,
2012,Honda,PCX,39,tonicentrino,37.8,1474.2,,,
2012,Honda,PCX,39,chaciak,37.8,1474.2,,,
2011,Honda,PCX,32,KVA16,37.8,1209.6,,,
2012,Honda,Vison 110,1,francescopier,37.8,37.8,110,,
2006,Suzuki,GSX-R750,2,EndlessSummers,37.8,75.6,750,,
2010,Vespa,LX 125 ie,24,rad30,37.8,907.2,125,,
2011,Yamaha,Krypton,1,inancpinar,37.8,37.8,,,
2002,Bajaj,Chetak,7,biobenzo.,37.7,263.9,,,
2010,Bajaj,Pulsar 220,3,rachitleo,37.7,113.1,220,,
2011,Create,A Custom Pulse Scout 50cc,5,AjMVRS,37.7,188.5,50,,http://www.fuelly.com/driver/AjMVRS/A Custom Pulse Scout 50cc
2012,Genuine,Buddy 125,16,vas459,37.7,603.2,125,,
2007,Genuine,Buddy 125,6,reader,37.7,226.2,125,,
1975,Honda,CB125S,5,fisheramg,37.7,188.5,125,,
2009,Honda,Metropolitan,4,davidsidlinger.,37.7,150.8,,,
2011,Honda,PCX,5,acharnley,37.7,188.5,,,
2010,Honda,PCX,25,LeoViotti,37.7,942.5,,,
2013,Honda,PCX150,8,InlineSkate,37.7,301.6,150,,
2011,Honda,Vison 110,22,pandakongfu,37.7,829.4,110,,
2011,Keeway,RKS,2,Nares,37.7,75.4,,,
2009,Peace,Sports TPGS-805,5,ElusiveOne,37.7,188.5,50,,
2001,Piaggio,NRG MC3,21,Mini30,37.7,791.7,,,
2012,Vespa,LX50,5,ThierryV,37.7,188.5,50,,
2011,Yamaha,FZ 150i,47,vikifz150i,37.7,1771.9,150,,
2007,Bajaj,Pulsar 220,4,adityab,37.6,150.4,220,,
2012,Genuine,Buddy 125,7,tayqdown,37.6,263.2,125,,
2009,Genuine,Buddy 125,25,jrausin20,37.6,940,125,,
2009,Genuine,Buddy 125,147,CGOUGH,37.6,5527.2,125,,
2011,Honda,PCX,26,khenti,37.6,977.6,,,
2011,Honda,PCX,18,motardabordo,37.6,676.8,,,
2013,Honda,PCX150,3,PACMAN83,37.6,112.8,150,,
2011,Keeway,superlight,2,orlandini,37.6,75.2,,,
2010,Peace,Sports TPGS-804,5,larry001964,37.6,188,50,,
1963,Triumph,Tiger cub T20SH,3,commuter,37.6,112.8,,,
2011,Yamaha,Crypton X 135,9,Jimijo,37.6,338.4,135,,
2009,Yamaha,fz16,16,kinshukarya,37.6,601.6,153,,
2012,Yamaha,YBR 125,3,robertogtr,37.6,112.8,125,,
2012,Bajaj,Pulsar 135 LS,2,depeuve,37.5,75,135,,
2009,Genuine,Buddy 125,24,heatherkay,37.5,900,125,,
2006,Genuine,Buddy 125,52,lobsterman,37.5,1950,125,,
2009,Genuine,Buddy 150,10,PapaJay.,37.5,375,150,,
2009,Genuine,Roughhouse,5,Buffalo66,37.5,187.5,,,
2009,Honda,CT110,17,AllBunsGlazing,37.5,637.5,110,,
1985,Honda,elite 150,2,tush,37.5,75,150,,
1992,Honda,EX5 C 100,10,chronous,37.5,375,100,,
2012,Honda,PCX,28,Pony,37.5,1050,,,
2011,Honda,PCX,5,sud,37.5,187.5,,,
2011,Honda,Tiger,1,nbk3,37.5,37.5,,,
2008,Yamaha,Virago 250,5,mraric,37.5,187.5,250,,
2007,Yamaha,YBR 125,1,sdolan,37.5,37.5,125,,
2006,Bajaj,Chetak,22,Valimagdon,37.4,822.8,,,
2012,Genuine,Buddy 125,25,halexists,37.4,935,125,,
2009,Genuine,Buddy 125,17,ptoxiq,37.4,635.8,125,,
2009,Genuine,Buddy 125,2,EllenH.,37.4,74.8,125,,
2009,Genuine,Buddy 150,16,reba16reba2,37.4,598.4,150,,
2011,Honda,CBF125,7,ethaneil,37.4,261.8,125,,
2010,Honda,Elite 110,20,IntlRunner40,37.4,748,110,,
2004,Xtreme,Key West,3,markjamesmurphy,37.4,112.2,,,
1998,Yamaha,SR 125,3,CBR77,37.4,112.2,125,,
2012,Yamaha,Zuma 125,12,RollinStone75,37.4,448.8,125,,
2008,AJS,JS 125 E,28,yorkshirepudding,37.3,1044.4,125,,
2012,Genuine,Buddy 125,3,AlleyOops,37.3,111.9,125,,
2008,Genuine,Buddy 125,47,aproth,37.3,1753.1,125,,
2007,Genuine,Buddy 125,37,brianhop2.,37.3,1380.1,125,,
2006,Genuine,Buddy 125,9,slrn.,37.3,335.7,125,,
2008,Genuine,Roughhouse,2,luckyjo.,37.3,74.6,,,
2012,Honda,CBR250R,13,ecleese,37.3,484.9,250,,
2009,Owl,Bolt,3,awall25,37.3,111.9,,,
2007,Yamaha,LC135,45,etks2011,37.3,1678.5,350,,
2007,Genuine,Buddy 125,116,pugbuddy,37.2,4315.2,125,,
2009,Genuine,Buddy 150,59,LetySalinas,37.2,2194.8,150,,
2010,Genuine,Stella 150 4T,28,DirtyRAT,37.2,1041.6,150,,
2011,Gilera,Fuoco 500ie,5,algo,37.2,186,500,,
2008,Honda,CBR125R,3,Tomy.,37.2,111.6,125,,
2011,Honda,CBR250R,19,cbrlocal,37.2,706.8,250,,
2012,Honda,PCX,14,minimad,37.2,520.8,,,
2011,Honda,PCX,7,chris6210,37.2,260.4,,,
2011,Honda,PCX,1,a12,37.2,37.2,,,
2006,Honda,Reflex,4,scotthin1,37.2,148.8,,,
2012,Keeway,RKV 125,2,ninjaprt,37.2,74.4,125,,
2010,Keeway,superlight,35,vieito,37.2,1302,,,
2003,Modenas,Karisma 125,10,brahym,37.2,372,125,,
2007,Vespa,LX50,15,zedascouves,37.2,558,50,,
2011,Derbi,Senda SM 50,8,ekl,37.1,296.8,50,,
2007,Genuine,Buddy 125,40,rgbwatcher.,37.1,1484,125,,
2011,Honda,CBR125R,29,RAMMSTEINER,37.1,1075.9,125,,
2012,Honda,PCX,8,sebdangerfield,37.1,296.8,,,
2011,Honda,PCX,10,2Wheelz,37.1,371,,,
2011,Honda,PCX,19,andre86,37.1,704.9,,,
2010,Honda,SH 150,10,Beisner,37.1,371,150,,
1989,Kawasaki,EX250,3,extermin8tor,37.1,111.3,250,,
2010,Suzuki,FU 150,4,tongkangyard,37.1,148.4,150,,
2011,Vespa,LX50 4T 4V,7,dwattel,37.1,259.7,50,,
2007,Yamaha,C3,7,steverolfeca,37.1,259.7,50,Scooter,
2008,Yamaha,XTZ 250 Lander,35,kalahary,37.1,1298.5,250,,
2009,Yamaha,YZF R125,3,Akane,37.1,111.3,125,,
2008,Genuine,Buddy 125,24,BuggerOffBigOil,37,888,125,,
2008,Genuine,Buddy 125,5,dimock.,37,185,125,,
2009,Genuine,Buddy 50,8,spotlightmama,37,296,50,,
2012,Genuine,Stella 150 4T,12,rhenders,37,444,150,,
2011,Honda,CBR125R,7,univager,37,259,125,,
